Atom_Index,Y_Position_px,X_Position_px,Defect_Class
0,288.0,61.0,3.0
1,421.0,665.0,4.0
2,892.0,329.0,1.0
3,998.0,510.0,5.0
4,756.0,869.0,1.0
5,202.0,339.0,1.0
6,994.0,631.0,5.0
7,756.0,563.0,1.0
8,363.0,105.0,3.0
9,160.0,966.0,3.0
10,442.0,793.0,1.0
11,448.0,668.0,1.0
12,915.0,370.0,1.0
13,643.0,883.0,4.0
14,484.0,955.0,3.0
15,122.0,987.0,6.0
16,527.0,815.0,3.0
17,285.0,871.0,1.0
18,124.0,38.0,1.0
19,955.0,390.0,1.0
20,585.0,880.0,1.0
21,865.0,790.0,1.0
22,228.0,379.0,1.0
23,974.0,814.0,1.0
24,962.0,154.0,1.0
25,320.0,890.0,1.0
27,445.0,710.0,1.0
28,703.0,864.0,1.0
29,206.0,865.0,1.0
30,68.0,381.0,1.0
31,565.0,694.0,1.0
32,956.0,348.0,1.0
33,624.0,41.0,1.0
34,523.0,712.0,1.0
35,128.0,863.0,1.0
36,399.0,850.0,1.0
37,181.0,564.0,1.0
39,187.0,401.0,1.0
40,700.0,906.0,1.0
41,782.0,869.0,1.0
42,816.0,930.0,1.0
43,334.0,646.0,1.0
44,455.0,817.0,4.0
46,67.0,421.0,1.0
47,289.0,789.0,1.0
48,874.0,469.0,1.0
49,742.0,26.0,1.0
50,147.0,423.0,1.0
51,796.0,466.0,1.0
52,590.0,839.0,1.0
53,878.0,308.0,1.0
54,488.0,691.0,1.0
55,266.0,402.0,1.0
56,739.0,244.0,6.0
57,787.0,786.0,1.0
58,859.0,874.0,1.0
59,868.0,591.0,1.0
60,44.0,946.0,1.0
61,107.0,400.0,1.0
62,471.0,893.0,1.0
63,65.0,463.0,1.0
64,214.0,703.0,1.0
65,62.0,586.0,1.0
66,162.0,56.0,1.0
67,846.0,208.0,1.0
68,696.0,987.0,1.0
69,820.0,847.0,1.0
70,314.0,63.0,1.0
71,370.0,624.0,1.0
72,104.0,524.0,1.0
73,565.0,376.0,1.0
74,743.0,805.0,1.0
75,328.0,729.0,1.0
76,257.0,563.0,1.0
77,421.0,283.0,1.0
78,597.0,563.0,1.0
79,267.0,360.0,1.0
80,240.0,59.0,1.0
81,174.0,119.0,1.0
82,964.0,974.0,1.0
83,894.0,250.0,3.0
84,183.0,524.0,1.0
85,53.0,783.0,1.0
86,217.0,926.0,1.0
87,658.0,102.0,1.0
88,201.0,79.0,1.0
89,621.0,981.0,1.0
91,155.0,219.0,1.0
92,53.0,743.0,1.0
93,940.0,753.0,1.0
94,120.0,118.0,1.0
95,602.0,715.0,1.0
96,872.0,508.0,1.0
97,411.0,602.0,1.0
98,911.0,451.0,1.0
99,679.0,522.0,1.0
100,648.0,339.0,1.0
101,831.0,527.0,1.0
102,952.0,473.0,1.0
103,295.0,626.0,1.0
104,864.0,709.0,1.0
105,930.0,92.0,1.0
106,513.0,834.0,1.0
107,899.0,853.0,1.0
108,192.0,243.0,1.0
109,828.0,646.0,1.0
110,486.0,371.0,1.0
111,88.0,239.0,1.0
112,891.0,71.0,1.0
113,401.0,810.0,1.0
114,898.0,172.0,4.0
115,775.0,85.0,1.0
116,836.0,406.0,1.0
117,313.0,103.0,1.0
118,96.0,946.0,4.0
119,69.0,341.0,1.0
120,605.0,360.0,1.0
121,947.0,891.0,3.0
123,262.0,483.0,1.0
124,684.0,361.0,1.0
125,624.0,943.0,1.0
127,835.0,485.0,1.0
128,173.0,764.0,1.0
129,243.0,279.0,1.0
130,298.0,501.0,1.0
131,682.0,402.0,1.0
132,610.0,278.0,1.0
133,358.0,913.0,1.0
134,789.0,969.0,1.0
135,743.0,846.0,1.0
136,752.0,686.0,1.0
137,111.0,281.0,1.0
138,668.0,843.0,1.0
140,80.0,96.0,1.0
141,32.0,277.0,1.0
143,278.0,423.0,3.0
144,494.0,557.0,4.0
145,718.0,502.0,1.0
146,560.0,459.0,1.0
147,161.0,97.0,1.0
148,196.0,462.0,3.0
149,770.0,165.0,1.0
150,748.0,765.0,1.0
151,822.0,805.0,1.0
152,713.0,664.0,1.0
153,733.0,186.0,1.0
154,715.0,581.0,1.0
155,711.0,624.0,1.0
156,990.0,794.0,3.0
157,528.0,313.0,1.0
158,782.0,709.0,6.0
160,164.0,280.0,3.0
161,750.0,85.0,3.0
162,511.0,876.0,1.0
163,162.0,358.0,3.0
164,599.0,520.0,1.0
165,258.0,909.0,3.0
167,545.0,36.0,1.0
168,360.0,872.0,1.0
169,858.0,269.0,1.0
170,505.0,917.0,1.0
171,815.0,328.0,1.0
172,851.0,989.0,1.0
173,558.0,919.0,1.0
174,936.0,192.0,4.0
175,339.0,748.0,3.0
176,39.0,988.0,1.0
177,456.0,534.0,6.0
178,168.0,844.0,1.0
179,170.0,197.0,1.0
180,305.0,301.0,1.0
181,945.0,549.0,1.0
182,682.0,482.0,1.0
183,40.0,461.0,1.0
184,109.0,743.0,3.0
185,871.0,894.0,3.0
186,602.0,440.0,1.0
187,532.0,538.0,4.0
188,651.0,563.0,4.0
189,97.0,37.0,3.0
190,59.0,925.0,3.0
191,225.0,462.0,1.0
192,808.0,190.0,1.0
193,877.0,731.0,3.0
194,945.0,73.0,3.0
195,23.0,563.0,3.0
196,670.0,804.0,1.0
197,166.0,886.0,1.0
198,949.0,34.0,6.0
199,437.0,224.0,5.0
201,223.0,503.0,1.0
202,185.0,743.0,1.0
203,732.0,143.0,1.0
204,180.0,603.0,1.0
205,502.0,133.0,1.0
206,902.0,951.0,6.0
207,325.0,162.0,3.0
208,486.0,872.0,1.0
209,291.0,748.0,1.0
210,732.0,441.0,4.0
211,24.0,358.0,3.0
212,753.0,47.0,3.0
213,928.0,950.0,1.0
214,865.0,110.0,1.0
215,74.0,607.0,3.0
216,574.0,479.0,4.0
218,798.0,345.0,1.0
220,503.0,94.0,1.0
222,302.0,384.0,1.0
223,914.0,792.0,4.0
224,53.0,136.0,1.0
225,41.0,113.0,1.0
226,192.0,278.0,1.0
227,50.0,176.0,1.0
228,379.0,768.0,3.0
229,239.0,402.0,1.0
230,367.0,936.0,3.0
231,429.0,86.0,1.0
232,456.0,773.0,3.0
233,158.0,137.0,1.0
234,902.0,131.0,4.0
235,488.0,331.0,1.0
236,772.0,384.0,3.0
237,698.0,337.0,3.0
238,136.0,925.0,4.0
239,978.0,692.0,1.0
240,771.0,462.0,3.0
243,539.0,117.0,1.0
244,883.0,570.0,1.0
245,344.0,321.0,1.0
246,814.0,110.0,1.0
247,270.0,584.0,3.0
248,541.0,978.0,1.0
249,559.0,57.0,1.0
250,399.0,893.0,1.0
251,838.0,829.0,1.0
253,106.0,825.0,3.0
254,182.0,823.0,3.0
255,980.0,912.0,3.0
256,69.0,644.0,4.0
257,220.0,804.0,4.0
258,362.0,830.0,1.0
259,868.0,629.0,1.0
261,95.0,116.0,1.0
262,675.0,945.0,3.0
263,83.0,967.0,1.0
266,597.0,39.0,3.0
267,353.0,463.0,1.0
268,333.0,564.0,1.0
269,68.0,723.0,3.0
270,757.0,486.0,1.0
271,213.0,98.0,3.0
272,641.0,460.0,1.0
273,879.0,690.0,3.0
274,152.0,261.0,1.0
275,657.0,399.0,3.0
276,803.0,688.0,6.0
277,365.0,182.0,4.0
278,44.0,909.0,6.0
279,133.0,741.0,1.0
280,521.0,477.0,1.0
281,228.0,643.0,1.0
282,837.0,326.0,1.0
283,332.0,911.0,3.0
284,481.0,998.0,1.0
285,867.0,929.0,6.0
286,230.0,603.0,4.0
287,827.0,694.0,6.0
288,222.0,767.0,3.0
289,707.0,144.0,3.0
290,474.0,172.0,3.0
291,271.0,543.0,1.0
292,877.0,812.0,3.0
294,926.0,430.0,3.0
295,800.0,766.0,3.0
296,990.0,411.0,1.0
297,428.0,953.0,1.0
298,844.0,247.0,1.0
299,570.0,559.0,6.0
300,199.0,988.0,3.0
301,445.0,895.0,3.0
302,520.0,34.0,4.0
303,549.0,216.0,6.0
304,817.0,889.0,1.0
305,897.0,211.0,1.0
306,78.0,138.0,1.0
307,269.0,278.0,1.0
308,572.0,519.0,3.0
309,176.0,39.0,3.0
310,778.0,305.0,1.0
311,307.0,564.0,1.0
312,805.0,271.0,1.0
313,153.0,606.0,1.0
314,208.0,220.0,1.0
315,160.0,399.0,3.0
316,666.0,280.0,3.0
317,325.0,810.0,1.0
318,599.0,759.0,6.0
319,281.0,951.0,1.0
320,438.0,188.0,5.0
321,769.0,543.0,3.0
322,335.0,831.0,3.0
323,188.0,318.0,1.0
324,32.0,663.0,4.0
325,288.0,182.0,1.0
326,126.0,903.0,1.0
328,736.0,363.0,4.0
329,615.0,461.0,3.0
330,236.0,481.0,1.0
331,659.0,680.0,4.0
332,851.0,386.0,3.0
333,407.0,913.0,1.0
334,885.0,187.0,1.0
335,255.0,950.0,1.0
336,230.0,299.0,1.0
337,712.0,103.0,3.0
338,971.0,214.0,3.0
339,759.0,407.0,1.0
340,847.0,167.0,1.0
341,262.0,786.0,1.0
342,594.0,604.0,1.0
343,112.0,665.0,1.0
344,754.0,908.0,3.0
345,831.0,870.0,1.0
346,42.0,379.0,1.0
347,574.0,437.0,1.0
348,788.0,108.0,1.0
349,311.0,181.0,1.0
350,653.0,184.0,1.0
351,92.0,989.0,6.0
352,114.0,626.0,1.0
353,468.0,935.0,1.0
354,948.0,814.0,3.0
355,307.0,261.0,1.0
356,708.0,182.0,1.0
357,806.0,608.0,4.0
358,196.0,543.0,3.0
359,362.0,223.0,4.0
360,245.0,844.0,1.0
361,385.0,644.0,1.0
362,498.0,713.0,3.0
364,745.0,206.0,6.0
366,367.0,27.0,3.0
367,387.0,113.0,6.0
368,576.0,397.0,1.0
369,809.0,445.0,3.0
370,211.0,140.0,1.0
371,122.0,340.0,3.0
372,797.0,808.0,1.0
373,971.0,328.0,4.0
374,403.0,993.0,3.0
375,693.0,502.0,1.0
376,204.0,299.0,1.0
377,927.0,390.0,1.0
378,569.0,296.0,1.0
379,539.0,376.0,6.0
380,162.0,440.0,3.0
381,332.0,952.0,4.0
382,902.0,990.0,4.0
383,330.0,42.0,1.0
384,625.0,299.0,1.0
385,117.0,545.0,3.0
386,827.0,127.0,1.0
387,84.0,321.0,1.0
388,201.0,378.0,1.0
389,694.0,203.0,1.0
390,126.0,218.0,1.0
391,1000.0,133.0,1.0
392,80.0,443.0,6.0
393,463.0,647.0,1.0
395,864.0,150.0,3.0
396,577.0,136.0,1.0
397,459.0,493.0,6.0
398,260.0,828.0,1.0
399,433.0,152.0,6.0
400,616.0,161.0,1.0
402,332.0,688.0,1.0
403,98.0,907.0,3.0
404,125.0,258.0,1.0
405,304.0,688.0,3.0
406,806.0,566.0,1.0
407,964.0,452.0,4.0
408,621.0,697.0,3.0
409,207.0,261.0,1.0
410,288.0,100.0,4.0
411,652.0,522.0,1.0
412,483.0,51.0,1.0
413,275.0,40.0,1.0
414,534.0,418.0,6.0
416,333.0,869.0,3.0
417,420.0,707.0,3.0
418,866.0,968.0,3.0
419,24.0,824.0,4.0
420,253.0,990.0,1.0
421,737.0,282.0,3.0
422,653.0,643.0,1.0
423,732.0,403.0,4.0
424,921.0,592.0,3.0
425,767.0,665.0,3.0
426,76.0,179.0,1.0
427,72.0,301.0,1.0
428,286.0,222.0,1.0
429,973.0,773.0,1.0
430,977.0,731.0,1.0
431,846.0,507.0,1.0
432,320.0,322.0,1.0
433,400.0,241.0,4.0
434,871.0,33.0,3.0
435,384.0,686.0,1.0
436,280.0,340.0,1.0
437,30.0,321.0,3.0
438,534.0,456.0,3.0
439,731.0,232.0,6.0
440,344.0,624.0,1.0
441,914.0,834.0,3.0
442,593.0,79.0,1.0
443,196.0,503.0,1.0
444,955.0,611.0,4.0
445,303.0,768.0,3.0
446,569.0,256.0,1.0
447,539.0,334.0,1.0
448,30.0,703.0,4.0
449,691.0,542.0,4.0
450,141.0,843.0,3.0
451,932.0,310.0,3.0
452,469.0,286.0,3.0
453,433.0,914.0,1.0
454,145.0,723.0,3.0
455,578.0,356.0,1.0
456,267.0,706.0,3.0
457,248.0,160.0,1.0
458,519.0,977.0,3.0
459,102.0,865.0,1.0
460,499.0,435.0,3.0
461,327.0,123.0,3.0
462,569.0,600.0,3.0
463,316.0,23.0,1.0
464,561.0,877.0,3.0
465,916.0,669.0,3.0
466,289.0,143.0,3.0
467,322.0,281.0,1.0
468,752.0,948.0,1.0
469,640.0,782.0,6.0
470,501.0,309.0,3.0
472,302.0,726.0,3.0
473,582.0,277.0,1.0
474,377.0,808.0,3.0
475,420.0,547.0,4.0
476,490.0,649.0,1.0
477,382.0,486.0,1.0
478,887.0,490.0,3.0
479,88.0,887.0,1.0
480,749.0,125.0,1.0
481,672.0,985.0,3.0
482,115.0,240.0,1.0
483,862.0,831.0,1.0
484,716.0,25.0,3.0
485,414.0,830.0,3.0
486,613.0,582.0,3.0
487,277.0,991.0,1.0
488,496.0,514.0,6.0
491,584.0,238.0,6.0
492,227.0,725.0,1.0
493,105.0,481.0,1.0
494,63.0,806.0,6.0
495,368.0,706.0,1.0
496,148.0,339.0,1.0
497,91.0,198.0,1.0
498,841.0,627.0,3.0
499,787.0,147.0,1.0
500,443.0,69.0,1.0
501,529.0,579.0,6.0
502,939.0,974.0,3.0
503,993.0,671.0,3.0
504,198.0,422.0,3.0
506,889.0,408.0,3.0
507,433.0,48.0,1.0
508,885.0,529.0,1.0
509,185.0,663.0,6.0
510,246.0,888.0,1.0
511,730.0,644.0,3.0
512,495.0,477.0,3.0
513,196.0,197.0,1.0
514,105.0,783.0,3.0
515,367.0,65.0,1.0
516,239.0,970.0,1.0
517,214.0,57.0,1.0
519,756.0,828.0,1.0
520,358.0,300.0,1.0
521,249.0,768.0,1.0
523,293.0,665.0,1.0
525,299.0,849.0,3.0
526,698.0,421.0,3.0
527,922.0,509.0,3.0
529,458.0,369.0,3.0
530,782.0,190.0,3.0
531,323.0,203.0,4.0
532,452.0,305.0,1.0
533,976.0,52.0,6.0
534,278.0,461.0,4.0
535,390.0,364.0,4.0
536,530.0,773.0,3.0
537,867.0,70.0,1.0
538,590.0,159.0,1.0
539,194.0,585.0,3.0
540,179.0,864.0,1.0
541,926.0,473.0,3.0
543,764.0,282.0,1.0
544,999.0,54.0,1.0
545,505.0,273.0,3.0
546,826.0,88.0,3.0
547,311.0,523.0,3.0
548,768.0,626.0,4.0
549,501.0,594.0,6.0
550,837.0,706.0,6.0
551,684.0,783.0,3.0
552,501.0,628.0,4.0
553,995.0,98.0,6.0
554,402.0,173.0,5.0
555,645.0,841.0,4.0
556,123.0,381.0,4.0
557,252.0,728.0,1.0
558,392.0,326.0,4.0
559,364.0,747.0,1.0
561,627.0,181.0,6.0
562,663.0,320.0,3.0
563,309.0,604.0,1.0
564,682.0,440.0,1.0
565,97.0,76.0,3.0
567,695.0,461.0,1.0
568,839.0,750.0,4.0
569,842.0,589.0,3.0
570,880.0,769.0,3.0
571,564.0,413.0,6.0
572,992.0,714.0,1.0
573,950.0,854.0,3.0
575,406.0,47.0,1.0
576,338.0,788.0,4.0
577,627.0,219.0,3.0
578,941.0,930.0,6.0
579,936.0,152.0,4.0
580,960.0,530.0,3.0
581,822.0,166.0,1.0
582,130.0,785.0,1.0
583,346.0,546.0,3.0
584,687.0,742.0,4.0
585,315.0,403.0,1.0
586,778.0,266.0,1.0
587,603.0,861.0,3.0
588,527.0,668.0,1.0
589,580.0,318.0,1.0
590,792.0,70.0,3.0
591,368.0,972.0,4.0
592,75.0,219.0,1.0
593,689.0,702.0,4.0
594,218.0,886.0,1.0
595,411.0,871.0,3.0
596,486.0,411.0,1.0
597,55.0,94.0,3.0
598,76.0,525.0,1.0
599,968.0,254.0,2.0
600,800.0,727.0,1.0
601,149.0,685.0,4.0
602,872.0,550.0,1.0
603,162.0,319.0,3.0
604,349.0,506.0,3.0
605,775.0,344.0,3.0
606,995.0,552.0,4.0
607,248.0,808.0,1.0
608,556.0,960.0,3.0
609,255.0,686.0,1.0
610,813.0,365.0,1.0
611,550.0,178.0,1.0
612,131.0,139.0,1.0
613,111.0,441.0,6.0
614,501.0,352.0,1.0
615,555.0,98.0,1.0
616,614.0,502.0,3.0
617,793.0,891.0,3.0
618,780.0,226.0,4.0
620,430.0,344.0,3.0
621,604.0,401.0,1.0
622,474.0,209.0,5.0
623,740.0,928.0,1.0
624,712.0,926.0,1.0
625,766.0,709.0,6.0
628,62.0,845.0,3.0
630,85.0,282.0,1.0
631,80.0,484.0,1.0
632,553.0,138.0,6.0
633,899.0,32.0,1.0
634,115.0,586.0,1.0
635,689.0,579.0,4.0
636,203.0,39.0,1.0
637,903.0,91.0,1.0
638,991.0,753.0,1.0
639,657.0,440.0,1.0
640,381.0,524.0,1.0
641,975.0,993.0,1.0
642,380.0,727.0,1.0
644,914.0,711.0,3.0
645,516.0,114.0,1.0
646,587.0,200.0,3.0
647,135.0,59.0,1.0
648,832.0,911.0,3.0
649,186.0,703.0,3.0
650,387.0,402.0,3.0
651,626.0,259.0,1.0
652,729.0,604.0,1.0
653,34.0,625.0,3.0
654,239.0,442.0,3.0
655,976.0,92.0,3.0
656,633.0,103.0,1.0
658,934.0,234.0,3.0
659,778.0,948.0,1.0
660,478.0,131.0,1.0
662,458.0,410.0,1.0
663,345.0,361.0,1.0
664,563.0,837.0,4.0
666,234.0,523.0,3.0
667,729.0,562.0,3.0
668,202.0,117.0,1.0
669,614.0,237.0,6.0
670,641.0,23.0,1.0
671,533.0,499.0,4.0
672,39.0,502.0,1.0
673,62.0,885.0,6.0
674,257.0,37.0,6.0
675,807.0,526.0,1.0
676,250.0,84.0,4.0
677,656.0,760.0,3.0
678,718.0,804.0,1.0
679,296.0,931.0,4.0
680,724.0,338.0,1.0
681,671.0,124.0,3.0
682,803.0,646.0,3.0
683,705.0,263.0,4.0
684,267.0,666.0,1.0
685,545.0,254.0,6.0
686,203.0,907.0,1.0
687,918.0,632.0,1.0
688,280.0,381.0,1.0
689,317.0,362.0,1.0
690,184.0,785.0,3.0
691,815.0,968.0,1.0
692,498.0,392.0,1.0
693,698.0,381.0,3.0
694,519.0,937.0,3.0
695,418.0,509.0,6.0
696,76.0,564.0,1.0
697,704.0,223.0,1.0
698,566.0,795.0,3.0
699,384.0,299.0,1.0
700,480.0,92.0,1.0
701,538.0,690.0,1.0
702,296.0,891.0,3.0
703,975.0,173.0,4.0
704,401.0,951.0,1.0
705,354.0,42.0,1.0
706,852.0,307.0,3.0
707,507.0,999.0,1.0
708,328.0,82.0,1.0
709,135.0,965.0,3.0
710,557.0,998.0,3.0
711,440.0,110.0,1.0
712,83.0,361.0,3.0
713,248.0,201.0,1.0
714,390.0,70.0,1.0
715,533.0,195.0,1.0
716,689.0,621.0,3.0
717,236.0,143.0,1.0
718,130.0,178.0,1.0
719,420.0,470.0,6.0
720,220.0,844.0,3.0
722,821.0,733.0,6.0
723,691.0,164.0,1.0
724,570.0,754.0,6.0
725,858.0,228.0,1.0
726,224.0,419.0,1.0
727,444.0,751.0,1.0
728,56.0,57.0,4.0
729,403.0,767.0,1.0
730,147.0,505.0,1.0
731,888.0,369.0,3.0
732,620.0,379.0,3.0
733,356.0,423.0,1.0
735,509.0,199.0,3.0
736,283.0,263.0,1.0
737,835.0,444.0,1.0
738,48.0,259.0,1.0
740,69.0,682.0,6.0
741,853.0,47.0,1.0
742,678.0,864.0,3.0
743,157.0,525.0,3.0
744,776.0,989.0,1.0
