Atom_Index,Y_Position_px,X_Position_px,Defect_Class
0,411.0,537.0,1.0
1,553.0,321.0,4.0
2,154.0,12.0,6.0
3,788.0,262.0,6.0
4,562.0,495.0,1.0
5,568.0,330.0,3.0
6,1002.0,249.0,6.0
7,1006.0,131.0,3.0
8,458.0,407.0,1.0
9,389.0,363.0,1.0
10,450.0,437.0,1.0
11,660.0,569.0,1.0
12,684.0,551.0,3.0
13,804.0,327.0,3.0
14,858.0,186.0,1.0
15,1008.0,111.0,3.0
16,806.0,511.0,1.0
17,715.0,521.0,3.0
18,501.0,493.0,1.0
19,719.0,258.0,3.0
21,449.0,458.0,1.0
22,704.0,500.0,1.0
23,965.0,641.0,6.0
24,897.0,995.0,4.0
25,133.0,890.0,6.0
26,692.0,296.0,1.0
27,172.0,61.0,1.0
28,722.0,400.0,3.0
29,561.0,383.0,6.0
30,691.0,431.0,4.0
31,382.0,547.0,1.0
32,187.0,109.0,3.0
33,193.0,612.0,1.0
34,477.0,714.0,3.0
35,1001.0,289.0,3.0
36,412.0,497.0,1.0
37,749.0,340.0,3.0
38,760.0,359.0,1.0
39,235.0,805.0,1.0
40,598.0,385.0,1.0
41,704.0,411.0,4.0
42,582.0,312.0,1.0
44,107.0,960.0,6.0
45,670.0,722.0,3.0
46,528.0,392.0,6.0
47,106.0,909.0,1.0
48,617.0,335.0,1.0
49,103.0,618.0,1.0
50,83.0,419.0,4.0
51,504.0,624.0,1.0
52,493.0,57.0,1.0
53,987.0,461.0,1.0
54,485.0,480.0,3.0
55,556.0,970.0,1.0
56,676.0,602.0,1.0
57,578.0,393.0,1.0
58,757.0,759.0,1.0
59,351.0,756.0,3.0
60,299.0,370.0,3.0
61,670.0,347.0,1.0
62,140.0,271.0,6.0
63,317.0,268.0,1.0
64,17.0,985.0,3.0
65,416.0,416.0,1.0
66,732.0,531.0,6.0
67,653.0,336.0,1.0
68,661.0,639.0,4.0
69,652.0,489.0,1.0
70,157.0,385.0,6.0
71,56.0,574.0,1.0
72,1006.0,452.0,1.0
73,743.0,686.0,1.0
74,687.0,378.0,6.0
75,745.0,667.0,1.0
76,50.0,676.0,1.0
77,668.0,409.0,3.0
78,362.0,405.0,1.0
79,670.0,368.0,1.0
80,751.0,523.0,1.0
81,248.0,561.0,1.0
82,444.0,689.0,3.0
83,446.0,294.0,1.0
84,44.0,103.0,1.0
86,690.0,632.0,1.0
87,728.0,615.0,1.0
88,602.0,282.0,1.0
89,428.0,508.0,1.0
90,466.0,490.0,1.0
91,614.0,418.0,1.0
92,557.0,928.0,1.0
93,983.0,129.0,1.0
94,615.0,397.0,1.0
95,741.0,390.0,1.0
96,964.0,137.0,1.0
97,235.0,509.0,1.0
98,558.0,90.0,3.0
99,624.0,548.0,1.0
101,340.0,157.0,3.0
102,824.0,485.0,1.0
103,690.0,359.0,1.0
104,596.0,405.0,1.0
105,165.0,466.0,1.0
106,680.0,521.0,1.0
107,478.0,642.0,1.0
108,672.0,662.0,1.0
109,894.0,527.0,1.0
110,506.0,898.0,4.0
111,382.0,566.0,1.0
112,982.0,543.0,1.0
113,471.0,368.0,1.0
114,673.0,327.0,1.0
115,489.0,28.0,1.0
116,532.0,240.0,3.0
117,398.0,718.0,1.0
118,561.0,736.0,1.0
119,931.0,508.0,1.0
120,984.0,522.0,1.0
121,439.0,658.0,3.0
122,307.0,554.0,1.0
123,129.0,577.0,3.0
124,101.0,637.0,1.0
125,160.0,588.0,1.0
126,858.0,679.0,4.0
127,710.0,643.0,1.0
128,759.0,380.0,1.0
129,931.0,488.0,1.0
130,420.0,688.0,1.0
131,220.0,552.0,4.0
132,668.0,387.0,3.0
133,171.0,792.0,3.0
134,883.0,374.0,1.0
135,286.0,563.0,1.0
136,940.0,13.0,4.0
137,701.0,846.0,1.0
138,667.0,429.0,1.0
139,70.0,175.0,1.0
140,724.0,338.0,1.0
141,18.0,161.0,3.0
142,704.0,744.0,3.0
143,279.0,308.0,3.0
144,658.0,591.0,1.0
145,562.0,362.0,1.0
146,121.0,608.0,3.0
147,736.0,44.0,1.0
148,680.0,238.0,4.0
149,978.0,735.0,4.0
150,375.0,536.0,1.0
151,141.0,598.0,3.0
152,126.0,127.0,1.0
153,216.0,541.0,1.0
154,367.0,768.0,1.0
155,119.0,759.0,3.0
156,221.0,398.0,6.0
158,859.0,843.0,4.0
159,691.0,653.0,1.0
160,213.0,376.0,3.0
161,891.0,720.0,4.0
162,253.0,902.0,5.0
163,739.0,411.0,1.0
164,751.0,655.0,1.0
165,911.0,538.0,1.0
166,303.0,197.0,1.0
167,430.0,487.0,1.0
168,356.0,300.0,1.0
169,436.0,365.0,1.0
170,161.0,547.0,1.0
171,905.0,246.0,1.0
172,561.0,70.0,1.0
173,724.0,379.0,1.0
174,992.0,716.0,3.0
175,605.0,688.0,1.0
176,237.0,469.0,1.0
177,26.0,337.0,1.0
178,772.0,45.0,1.0
179,480.0,600.0,1.0
180,610.0,458.0,1.0
181,653.0,356.0,1.0
182,228.0,294.0,1.0
183,686.0,399.0,4.0
184,933.0,447.0,1.0
185,421.0,668.0,1.0
186,793.0,357.0,6.0
187,881.0,456.0,1.0
