Atom_Index,Y_Position_px,X_Position_px,Defect_Class
0,355.0,146.0,1.0
1,301.0,149.0,1.0
2,316.0,337.0,1.0
4,389.0,170.0,1.0
5,486.0,263.0,1.0
6,96.0,46.0,1.0
7,163.0,93.0,1.0
8,369.0,178.0,1.0
9,288.0,376.0,1.0
10,356.0,249.0,1.0
12,275.0,167.0,1.0
13,420.0,162.0,1.0
14,375.0,240.0,1.0
15,137.0,111.0,1.0
16,408.0,265.0,1.0
17,269.0,54.0,1.0
18,299.0,118.0,1.0
19,99.0,128.0,1.0
20,417.0,183.0,1.0
21,267.0,75.0,1.0
22,398.0,191.0,1.0
23,376.0,65.0,1.0
25,303.0,78.0,1.0
26,394.0,387.0,1.0
27,403.0,150.0,1.0
28,301.0,98.0,1.0
29,334.0,123.0,1.0
30,281.0,107.0,1.0
31,293.0,335.0,1.0
32,429.0,236.0,1.0
33,180.0,105.0,1.0
34,482.0,407.0,1.0
35,273.0,188.0,1.0
36,33.0,81.0,1.0
37,139.0,90.0,1.0
38,53.0,52.0,1.0
40,135.0,132.0,1.0
41,231.0,400.0,1.0
42,95.0,169.0,1.0
43,324.0,380.0,1.0
45,345.0,351.0,1.0
46,463.0,261.0,1.0
48,324.0,49.0,1.0
49,240.0,163.0,1.0
50,384.0,158.0,1.0
51,468.0,375.0,1.0
52,80.0,136.0,1.0
53,338.0,82.0,1.0
55,196.0,66.0,1.0
56,450.0,54.0,1.0
57,278.0,302.0,1.0
58,196.0,396.0,1.0
59,30.0,275.0,1.0
60,249.0,237.0,1.0
61,316.0,285.0,1.0
62,407.0,110.0,1.0
63,317.0,441.0,1.0
64,355.0,94.0,1.0
65,271.0,34.0,1.0
66,292.0,179.0,1.0
69,323.0,224.0,1.0
70,432.0,215.0,1.0
71,114.0,160.0,1.0
72,101.0,107.0,1.0
73,89.0,230.0,1.0
74,257.0,331.0,1.0
75,436.0,22.0,1.0
76,364.0,343.0,1.0
77,35.0,60.0,1.0
78,419.0,318.0,1.0
79,318.0,265.0,1.0
80,51.0,247.0,1.0
81,277.0,477.0,1.0
82,442.0,445.0,1.0
83,451.0,362.0,1.0
84,473.0,490.0,1.0
85,309.0,347.0,1.0
86,235.0,31.0,1.0
87,479.0,428.0,1.0
88,290.0,201.0,1.0
89,331.0,474.0,1.0
90,15.0,68.0,1.0
92,133.0,152.0,1.0
93,304.0,232.0,1.0
94,274.0,344.0,1.0
95,499.0,420.0,1.0
96,255.0,23.0,1.0
97,402.0,482.0,1.0
98,341.0,62.0,1.0
99,106.0,294.0,3.0
100,170.0,311.0,1.0
101,127.0,38.0,1.0
102,30.0,100.0,1.0
103,484.0,387.0,1.0
104,328.0,339.0,1.0
105,302.0,253.0,1.0
106,439.0,310.0,1.0
107,373.0,416.0,1.0
109,44.0,308.0,1.0
110,415.0,203.0,1.0
111,188.0,148.0,1.0
112,106.0,242.0,1.0
113,40.0,173.0,1.0
114,49.0,267.0,1.0
115,137.0,287.0,1.0
116,146.0,30.0,1.0
117,194.0,416.0,1.0
119,116.0,140.0,1.0
120,247.0,103.0,1.0
121,163.0,42.0,1.0
122,212.0,98.0,1.0
123,282.0,261.0,1.0
124,38.0,20.0,1.0
125,36.0,214.0,1.0
126,64.0,299.0,1.0
127,105.0,67.0,1.0
128,492.0,482.0,1.0
129,457.0,300.0,1.0
130,490.0,170.0,1.0
131,347.0,330.0,1.0
132,57.0,360.0,1.0
133,437.0,175.0,1.0
134,72.0,218.0,1.0
135,371.0,281.0,1.0
136,112.0,181.0,1.0
137,477.0,292.0,1.0
139,169.0,156.0,1.0
140,45.0,133.0,1.0
141,96.0,149.0,1.0
142,57.0,185.0,1.0
143,244.0,453.0,1.0
144,366.0,478.0,1.0
145,38.0,194.0,1.0
146,167.0,331.0,1.0
147,190.0,128.0,1.0
148,446.0,404.0,1.0
149,453.0,342.0,1.0
150,131.0,173.0,1.0
151,32.0,255.0,1.0
152,261.0,136.0,1.0
153,134.0,307.0,1.0
154,298.0,449.0,1.0
155,149.0,494.0,1.0
156,209.0,449.0,1.0
157,334.0,453.0,1.0
158,385.0,469.0,1.0
159,51.0,72.0,1.0
160,383.0,490.0,1.0
161,416.0,30.0,1.0
162,165.0,352.0,1.0
163,204.0,490.0,1.0
164,438.0,486.0,1.0
165,493.0,305.0,1.0
166,379.0,199.0,1.0
168,472.0,179.0,1.0
169,129.0,193.0,1.0
170,192.0,437.0,1.0
171,244.0,123.0,1.0
172,494.0,461.0,1.0
173,416.0,358.0,1.0
174,157.0,433.0,1.0
175,64.0,124.0,1.0
176,173.0,115.0,1.0
178,55.0,206.0,1.0
179,193.0,106.0,1.0
180,450.0,207.0,1.0
181,122.0,408.0,1.0
182,322.0,401.0,1.0
183,380.0,26.0,1.0
184,389.0,428.0,1.0
185,74.0,198.0,1.0
186,201.0,77.0,1.0
187,251.0,217.0,1.0
188,179.0,384.0,1.0
190,364.0,498.0,1.0
191,328.0,494.0,1.0
192,482.0,78.0,1.0
194,397.0,38.0,1.0
195,102.0,437.0,1.0
196,158.0,412.0,1.0
197,243.0,298.0,1.0
198,187.0,324.0,1.0
200,414.0,50.0,1.0
201,251.0,391.0,1.0
202,209.0,119.0,1.0
203,26.0,141.0,1.0
204,159.0,238.0,1.0
205,24.0,161.0,1.0
206,223.0,481.0,1.0
207,440.0,134.0,1.0
208,288.0,221.0,1.0
209,261.0,290.0,1.0
210,21.0,357.0,1.0
211,218.0,89.0,1.0
212,20.0,377.0,1.0
213,465.0,240.0,1.0
214,164.0,22.0,1.0
216,129.0,348.0,1.0
217,484.0,57.0,1.0
218,214.0,234.0,1.0
219,121.0,429.0,1.0
220,258.0,486.0,1.0
221,294.0,490.0,1.0
222,72.0,393.0,1.0
223,363.0,15.0,1.0
225,206.0,470.0,1.0
226,171.0,290.0,1.0
227,135.0,462.0,1.0
228,170.0,465.0,1.0
229,459.0,126.0,1.0
230,29.0,451.0,1.0
231,179.0,230.0,1.0
232,186.0,498.0,1.0
233,294.0,158.0,1.0
234,234.0,50.0,1.0
237,64.0,175.0,1.0
240,83.0,446.0,1.0
241,18.0,398.0,1.0
242,205.0,315.0,1.0
243,431.0,267.0,1.0
244,234.0,276.0,1.0
245,404.0,306.0,1.0
246,201.0,180.0,1.0
247,267.0,404.0,1.0
