Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity,Element,File_ID
1545,411.0,906.0,11.7047,12.0416,13.0384,12.2616,191.59,114.75,127.55,2.9242,2,5
1546,125.0,167.0,10.0,12.0416,12.083,11.3749,177.73,122.11,118.69,2.919,3,5
1547,962.0,963.0,12.0,12.53,13.0384,12.5228,195.67,118.61,122.47,2.8684,2,5
1548,399.0,501.0,10.6301,12.53,13.1529,12.1044,189.13,110.2,139.93,2.8909,3,5
1549,173.0,300.0,11.1803,12.0,12.083,11.7545,183.66,116.57,128.99,2.9298,4,5
1550,28.0,693.0,9.434,13.0384,13.3417,11.938,186.53,126.4,45.0,3.6246,3,5
1551,364.0,479.0,11.6619,12.0416,18.0278,13.9104,217.35,116.2,152.22,2.915,3,5
1552,34.0,646.0,11.4018,19.2354,20.025,16.8874,263.87,99.98,40.74,2.9439,2,5
1553,176.0,520.0,11.0454,11.4018,12.53,11.659,182.17,133.07,113.42,3.5366,2,5
1554,215.0,594.0,11.0454,11.6619,13.0384,11.9152,186.18,126.16,117.28,3.2738,3,5
1555,783.0,102.0,10.8167,12.083,13.0384,11.9794,187.18,121.87,128.09,3.1744,3,5
1556,1017.0,152.0,10.8167,13.0384,19.0263,14.2938,223.34,113.84,36.7,3.7204,3,5
1557,291.0,85.0,12.0416,12.0416,12.53,12.2044,190.69,126.87,123.37,3.2611,2,5
1558,84.0,1013.0,8.6023,11.1803,11.6619,10.4815,163.77,115.23,113.5,3.5554,3,5
1559,469.0,335.0,11.0454,12.2066,13.6015,12.2845,191.94,130.19,120.83,3.2092,4,5
1560,506.0,488.0,10.8167,12.0,18.868,13.8949,217.11,123.69,91.68,3.2922,3,5
1561,648.0,392.0,12.083,12.3693,17.0,13.8175,215.9,100.41,93.63,2.8664,3,5
1562,66.0,295.0,11.0454,11.4018,11.6619,11.3697,177.65,122.68,126.16,3.4206,3,5
1563,303.0,195.0,10.6301,11.0,12.53,11.3867,177.92,131.19,110.2,2.9703,3,5
1564,972.0,762.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,3.0649,3,5
1565,872.0,968.0,11.6619,12.1655,13.0384,12.2886,192.01,130.43,116.57,2.9827,4,5
1566,986.0,384.0,11.0454,13.0,14.4222,12.8225,200.35,117.81,118.5,3.6483,3,5
1567,567.0,578.0,11.1803,11.6619,14.0,12.2807,191.89,122.47,116.57,3.0563,2,5
1568,665.0,77.0,11.0454,11.6619,13.0,11.9024,185.98,115.77,117.81,3.1926,3,5
1569,1007.0,805.0,10.0,11.0454,12.53,11.1918,174.87,132.06,114.52,3.088,3,5
1570,5.0,33.0,12.1655,19.0263,19.2354,16.8091,262.64,96.45,37.36,2.552,2,5
1571,272.0,840.0,11.7047,13.0,13.0384,12.581,196.58,109.98,127.55,3.2373,2,5
1572,125.0,821.0,11.4018,12.0416,13.0,12.1478,189.81,132.64,119.51,3.5244,3,5
1573,506.0,377.0,11.6619,12.083,13.0,12.2483,191.38,124.59,120.96,3.3238,3,5
1574,109.0,117.0,10.8167,11.1803,13.0384,11.6785,182.48,119.74,128.09,3.3065,3,5
1575,498.0,255.0,10.8167,17.1172,17.8885,15.2741,238.66,153.02,97.13,2.9973,2,5
1576,799.0,390.0,6.0,14.2127,15.6205,11.9444,186.63,140.71,129.81,3.585,3,5
1577,498.0,962.0,12.0416,13.8924,19.105,15.013,234.58,115.49,100.77,2.5779,2,5
1578,679.0,907.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,3.1705,3,5
1579,293.0,26.0,10.8167,11.0454,12.2066,11.3562,177.44,128.88,111.32,3.0359,3,5
1580,179.0,160.0,10.6301,11.0,13.4164,11.6822,182.53,131.19,112.25,3.1552,3,5
1581,943.0,554.0,12.083,13.1529,14.4222,13.2194,206.55,105.7,121.87,2.9362,3,5
1582,8.0,795.0,9.8489,11.0,11.7047,10.8512,169.55,113.96,136.05,3.0192,3,5
1583,755.0,460.0,11.1803,12.8062,19.0263,14.3376,224.03,114.78,29.58,2.5206,2,5
1584,600.0,599.0,11.0454,11.6619,12.53,11.7457,183.53,115.77,123.8,3.033,3,5
1585,750.0,911.0,11.0,11.6619,12.2066,11.6228,181.61,120.96,124.99,3.0704,3,5
1586,650.0,8.0,8.6023,10.8167,12.0,10.473,163.64,110.77,125.54,2.8906,4,5
1587,131.0,10.0,8.6023,12.0416,18.0,12.8813,201.27,120.77,144.46,2.8965,3,5
1588,81.0,758.0,11.6619,14.0,18.3848,14.6822,229.41,120.96,143.34,3.2325,3,5
1589,225.0,353.0,9.434,12.083,13.0,11.5057,179.78,123.55,122.01,3.0356,4,5
1590,946.0,535.0,12.0,13.0384,13.8924,12.9769,202.76,147.53,120.26,2.9524,2,5
1591,64.0,375.0,11.6619,11.6619,12.0416,11.7885,184.19,118.07,125.73,3.0916,3,5
1592,242.0,385.0,12.0416,12.2066,13.0384,12.4289,194.2,120.23,127.23,2.89,2,5
1593,551.0,246.0,11.0,12.53,13.4536,12.3279,192.62,118.61,131.99,3.391,3,5
1594,94.0,27.0,10.8167,11.1803,13.0,11.6657,182.28,119.74,123.69,3.263,3,5
1595,610.0,141.0,10.8167,11.6619,18.3848,13.6211,212.83,115.35,146.07,2.9895,3,5
1596,405.0,936.0,11.6619,12.083,13.0384,12.2611,191.58,124.59,116.57,3.0047,2,5
1597,304.0,922.0,11.1803,13.0384,13.0384,12.419,194.05,120.96,112.17,3.4685,3,5
1598,244.0,344.0,10.8167,12.0,12.083,11.6332,181.77,123.69,121.87,3.1845,3,5
1599,778.0,205.0,11.4018,11.6619,12.0416,11.7018,182.84,111.16,123.11,3.2193,3,5
1600,1017.0,560.0,11.4018,13.0384,20.0,14.8134,231.46,109.65,142.13,3.2233,3,5
1601,504.0,395.0,9.8995,11.0454,13.4164,11.4538,178.96,140.19,108.43,3.0333,3,5
1602,319.0,549.0,10.2956,12.0416,12.2066,11.5146,179.92,123.82,115.95,3.5037,3,5
1603,159.0,622.0,10.2956,12.0,13.0384,11.778,184.03,119.05,118.47,2.9949,4,5
1604,681.0,127.0,12.0416,12.083,19.105,14.4099,225.15,119.21,91.25,3.017,2,5
1605,107.0,47.0,11.1803,11.6619,12.0416,11.6279,181.69,122.47,121.33,3.2478,2,5
1606,736.0,469.0,10.8167,11.0454,12.53,11.464,179.12,128.88,117.7,2.899,2,5
1607,679.0,146.0,12.083,12.1655,18.0278,14.0921,220.19,104.98,99.25,3.3726,2,5
1608,954.0,301.0,11.0454,11.1803,12.083,11.4362,178.69,121.76,109.25,3.0386,2,5
1609,471.0,466.0,10.0,10.8167,12.1655,10.9941,171.78,109.44,117.41,3.311,4,5
1610,951.0,833.0,12.083,12.1655,15.2643,13.171,205.8,123.91,123.95,3.164,2,5
1611,418.0,24.0,10.8167,12.0,12.6491,11.8219,184.72,123.69,127.88,2.8603,3,5
1612,495.0,335.0,12.0,12.53,13.0384,12.5228,195.67,118.61,122.47,3.4024,2,5
1613,605.0,629.0,11.6619,12.0416,13.0384,12.2473,191.36,125.73,116.57,3.0852,2,5
1614,656.0,145.0,10.198,12.0416,12.53,11.5899,181.09,120.32,129.92,3.6684,3,5
1615,75.0,56.0,11.1803,11.6619,13.0,11.9474,186.68,122.47,116.57,2.9288,3,5
1616,291.0,517.0,11.6619,19.0263,19.7231,16.8038,262.56,146.02,151.43,3.012,3,5
1617,683.0,67.0,12.0416,12.083,13.0384,12.3877,193.56,119.21,117.71,3.1452,3,5
1618,485.0,167.0,12.0416,13.4164,13.6015,13.0198,203.43,111.8,130.79,2.9959,2,5
1619,44.0,404.0,11.6619,12.53,13.1529,12.4483,194.5,120.43,129.71,3.5967,3,5
1620,479.0,635.0,11.4018,12.0,13.4164,12.2727,191.76,127.87,115.56,3.1556,2,5
1621,495.0,910.0,12.0416,12.53,13.4164,12.6627,197.85,113.85,121.33,3.3692,2,5
1622,580.0,758.0,11.6619,12.1655,18.0278,13.9517,218.0,111.5,152.22,2.9465,3,5
1623,720.0,50.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,3.2837,2,5
1624,746.0,1014.0,9.2195,11.6619,13.0,11.2938,176.47,99.64,139.4,3.1989,3,5
1625,846.0,362.0,10.6301,11.0454,14.0357,11.9037,186.0,133.62,135.27,2.8265,2,5
1626,559.0,388.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,3.341,2,5
1627,496.0,273.0,9.8489,12.53,13.0384,11.8057,184.46,127.43,118.36,3.2876,3,5
1628,281.0,304.0,12.083,12.1655,19.0263,14.425,225.39,104.98,158.57,3.1783,2,5
1629,10.0,172.0,11.6619,12.2066,18.0,13.9562,218.06,114.04,30.96,3.3811,2,5
1630,349.0,238.0,11.6619,11.6619,12.0,11.7746,183.98,118.07,120.96,3.0224,4,5
1631,914.0,718.0,11.6619,12.0416,13.0384,12.2473,191.36,125.73,116.57,3.0415,2,5
1632,572.0,902.0,11.1803,11.1803,12.0416,11.4674,179.18,126.87,121.33,2.867,4,5
1633,757.0,401.0,9.2195,13.4536,16.0312,12.9015,201.59,172.59,135.82,2.8981,3,5
1634,582.0,720.0,11.0454,11.1803,11.3137,11.1798,174.68,121.76,129.81,2.8964,2,5
1635,215.0,815.0,10.2956,12.6491,13.0,11.9816,187.21,132.51,119.05,3.6779,3,5
1636,741.0,407.0,10.0499,12.2066,17.0294,13.0953,204.61,119.28,99.08,2.7962,2,5
1637,181.0,551.0,12.1655,12.53,13.0384,12.578,196.53,128.07,113.01,3.1529,2,5
1638,152.0,633.0,12.0,12.083,13.0384,12.3738,193.34,114.44,122.47,3.0759,2,5
1639,153.0,722.0,12.0416,12.53,19.0263,14.5326,227.07,113.85,91.75,2.8634,2,5
1640,552.0,841.0,11.1803,12.0416,12.2066,11.8095,184.52,121.33,118.44,2.8919,1,5
1641,540.0,98.0,10.8167,12.0416,12.53,11.7961,184.31,118.93,117.7,3.0172,3,5
1642,440.0,712.0,11.4018,12.0416,12.53,11.9911,187.36,132.64,113.51,3.0099,2,5
1643,247.0,263.0,11.7047,12.0,12.8062,12.1703,190.16,109.98,121.36,2.9709,2,5
1644,129.0,88.0,11.4018,11.6619,12.0416,11.7018,182.84,111.16,123.11,3.158,3,5
1645,346.0,19.0,11.1803,12.0416,15.0,12.7406,199.07,111.8,153.43,2.8337,2,5
1646,329.0,459.0,12.0416,12.0416,12.53,12.2044,190.69,136.4,109.76,3.0478,2,5
1647,994.0,629.0,11.6619,12.1655,12.53,12.1191,189.36,130.43,120.43,3.2246,2,5
1648,361.0,89.0,10.0,12.0416,12.083,11.3749,177.73,122.11,118.69,2.839,3,5
1649,545.0,739.0,10.8167,12.083,13.0384,11.9794,187.18,121.87,119.29,2.633,4,5
1650,482.0,931.0,12.0416,13.0,13.4164,12.8193,200.3,131.63,111.8,2.7109,2,5
1651,22.0,515.0,12.1655,12.53,13.0384,12.578,196.53,109.15,131.93,2.9695,2,5
1652,688.0,209.0,11.6619,12.0,12.083,11.915,186.17,120.96,124.59,3.6508,3,5
1653,890.0,868.0,11.1803,11.7047,13.1529,12.0127,187.7,133.45,107.82,2.9346,3,5
1654,833.0,175.0,11.4018,12.083,12.1655,11.8834,185.68,117.68,137.34,4.1742,3,5
1655,272.0,527.0,10.8167,12.083,19.0263,13.9753,218.36,121.87,30.68,3.0195,3,5
1656,212.0,240.0,11.6619,11.6619,12.1655,11.8298,184.84,118.07,111.5,3.1532,4,5
1657,750.0,890.0,11.1803,12.0,12.53,11.9034,185.99,116.57,124.82,2.9003,3,5
1658,682.0,478.0,12.2066,12.53,13.0,12.5788,196.54,116.4,124.99,2.6122,2,5
1659,718.0,500.0,10.0,10.7703,12.8062,11.1922,174.88,111.8,128.66,2.6631,3,5
1660,771.0,708.0,12.0416,12.53,12.53,12.3672,193.24,123.37,113.85,3.0517,2,5
1661,660.0,177.0,11.6619,13.0,13.6015,12.7545,199.29,120.96,113.01,3.2534,2,5
1662,285.0,617.0,9.8489,12.8062,13.1529,11.936,186.5,117.38,122.71,3.1672,3,5
1663,270.0,566.0,11.6619,11.7047,13.0,12.1222,189.41,129.05,120.96,3.2369,3,5
1664,805.0,883.0,11.4018,12.0,12.53,11.9772,187.14,127.87,113.51,3.1783,3,5
1665,569.0,258.0,12.0416,12.0416,13.8924,12.6585,197.79,126.87,125.02,3.3173,2,5
1666,988.0,640.0,11.6619,12.0416,12.53,12.0778,188.72,125.73,120.43,3.439,3,5
1667,959.0,648.0,10.7703,11.1803,18.868,13.6062,212.6,131.63,143.81,3.1883,3,5
1668,272.0,375.0,11.6619,12.0,12.2066,11.9562,186.81,120.96,114.04,3.4185,4,5
1669,195.0,825.0,11.0454,12.2066,13.4164,12.2228,190.98,119.8,121.76,3.7979,2,5
1670,184.0,824.0,10.6301,11.0454,13.0384,11.5713,180.8,136.38,106.34,3.3812,1,5
1671,789.0,93.0,10.8167,11.1803,19.2354,13.7441,214.75,119.74,95.79,3.2999,3,5
1672,992.0,283.0,10.6301,11.6619,17.4929,13.2616,207.21,107.85,100.22,3.2829,3,5
1673,215.0,463.0,11.4018,11.6619,12.1655,11.7431,183.49,111.16,118.41,3.38,2,5
1674,852.0,997.0,11.6619,12.1655,13.0384,12.2886,192.01,130.43,116.57,2.9835,2,5
1675,897.0,838.0,10.8167,10.8167,12.0416,11.225,175.39,112.62,118.93,3.087,3,5
1676,52.0,971.0,11.6619,12.0416,18.868,14.1905,221.73,107.4,152.97,2.7728,3,5
1677,907.0,635.0,11.6619,12.0,14.7648,12.8089,200.14,120.96,120.74,3.1502,2,5
1678,518.0,228.0,12.083,12.3693,17.1172,13.8565,216.51,100.41,148.85,3.2782,2,5
1679,91.0,106.0,12.53,13.0384,18.868,14.8121,231.44,123.01,29.38,2.9724,2,5
1680,830.0,730.0,11.6619,12.1655,18.0,13.9425,217.85,111.5,149.04,3.023,3,5
1681,320.0,226.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,3.1402,3,5
1682,727.0,282.0,12.1655,12.2066,19.0263,14.4661,226.03,115.53,96.45,2.8834,2,5
1683,207.0,715.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,3.0636,3,5
1684,962.0,566.0,11.6619,11.6619,18.7883,14.0374,219.33,118.07,95.76,3.1722,3,5
1685,887.0,1019.0,11.6619,12.0,20.025,14.5623,227.54,120.96,33.83,2.9313,3,5
1686,145.0,904.0,11.0454,12.2066,13.0384,12.0968,189.01,130.19,117.28,3.2759,2,5
1687,781.0,143.0,11.6619,12.0416,12.083,11.9288,186.39,116.2,124.59,3.2075,4,5
1688,815.0,924.0,11.4018,12.0,12.083,11.8283,184.82,127.88,117.68,3.03,4,5
1689,513.0,217.0,10.8167,12.083,13.0,11.9666,186.98,121.87,123.69,3.6556,3,5
1690,171.0,622.0,11.4018,12.0,13.0,12.1339,189.59,127.88,119.51,3.0464,2,5
1691,541.0,820.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,2.8707,2,5
1692,752.0,4.0,9.434,13.0,17.1172,13.1837,206.0,122.01,38.72,3.1899,3,5
1693,721.0,417.0,11.6619,12.083,13.0,12.2483,191.38,124.59,120.96,2.832,3,5
1694,7.0,229.0,9.8995,14.3178,18.0278,14.0817,220.03,110.22,41.82,3.1092,3,5
1695,146.0,99.0,11.1803,12.0416,12.2066,11.8095,184.52,111.8,118.44,2.9647,3,5
1696,524.0,68.0,10.7703,10.8167,12.0416,11.2095,175.15,124.51,107.04,3.0646,3,5
1697,433.0,856.0,12.0416,12.53,12.8062,12.4593,194.68,113.85,133.42,2.7097,2,5
1698,629.0,833.0,12.0416,12.2066,18.868,14.372,224.56,120.23,152.76,3.1646,3,5
1699,759.0,326.0,12.0,12.083,13.0384,12.3738,193.34,114.44,122.47,3.1975,2,5
1700,208.0,362.0,11.6619,11.6619,12.0416,11.7885,184.19,118.07,125.73,3.3518,2,5
1701,722.0,253.0,9.4868,11.6619,12.53,11.2262,175.41,167.47,47.05,3.8299,2,5
1702,125.0,187.0,11.4018,12.0416,13.4164,12.2866,191.98,132.64,115.56,3.204,3,5
1703,110.0,881.0,11.0454,11.1803,11.6619,11.2959,176.5,121.76,115.77,3.1043,3,5
1704,599.0,251.0,11.7047,12.1655,12.53,12.1334,189.58,119.45,131.41,3.2739,2,5
1705,31.0,253.0,10.8167,12.083,13.0,11.9666,186.98,121.87,123.69,3.2164,3,5
1706,258.0,788.0,12.53,12.8062,18.3576,14.5646,227.57,112.73,89.25,2.8206,2,5
1707,456.0,414.0,12.0416,12.53,12.8062,12.4593,194.68,123.37,123.9,3.0386,2,5
1708,703.0,755.0,10.8167,13.0384,13.0384,12.2978,192.15,128.09,113.84,2.8342,3,5
1709,118.0,308.0,11.1803,12.2066,13.0384,12.1418,189.72,118.44,112.17,3.1961,2,5
1710,252.0,777.0,10.6301,12.0416,12.53,11.7339,183.34,135.95,110.2,3.2186,4,5
1711,280.0,344.0,11.0454,13.0384,19.0,14.3613,224.39,117.28,95.19,2.9839,2,5
1712,7.0,444.0,11.0454,11.1803,11.4018,11.2092,175.14,111.37,110.45,2.8722,3,5
1713,591.0,170.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,3.4537,3,5
1714,300.0,668.0,11.0,11.4018,12.53,11.6439,181.94,127.87,118.61,2.7291,3,5
1715,716.0,521.0,10.0,12.0,12.53,11.51,179.84,126.87,114.52,2.6317,3,5
1716,770.0,122.0,11.0,12.083,12.2066,11.7632,183.8,114.44,124.99,3.2026,4,5
1717,192.0,290.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,3.0613,3,5
1718,714.0,930.0,11.0454,11.6619,12.083,11.5968,181.2,115.77,119.64,2.8921,3,5
1719,81.0,386.0,11.1803,11.3137,12.0416,11.5119,179.87,108.43,111.8,3.2526,3,5
1720,557.0,851.0,10.6301,11.1803,13.0,11.6035,181.3,112.25,131.19,2.8043,4,5
1721,618.0,680.0,12.0416,12.083,17.4929,13.8725,216.76,109.68,153.8,3.227,2,5
1722,99.0,225.0,10.8167,11.0,12.083,11.2999,176.56,123.69,121.87,3.0535,3,5
1723,563.0,749.0,10.2956,10.8167,19.0263,13.3795,209.06,117.26,32.07,2.6325,3,5
1724,499.0,941.0,10.7703,12.0,12.0416,11.604,181.31,111.8,116.57,2.7685,4,5
1725,477.0,324.0,12.0,12.2066,13.6015,12.6027,196.92,124.99,126.03,3.0239,2,5
1726,719.0,70.0,10.6301,11.6619,12.0416,11.4445,178.82,107.85,126.42,2.9932,3,5
1727,314.0,407.0,11.4018,12.0,13.0384,12.1467,189.79,127.87,109.65,3.2116,2,5
1728,698.0,118.0,11.1803,12.1655,19.0,14.1153,220.55,107.1,153.43,3.2311,4,5
1729,260.0,375.0,10.8167,11.7047,12.0,11.5071,179.8,126.33,123.69,2.9999,4,5
1730,54.0,145.0,11.0454,11.4018,12.53,11.659,182.17,133.07,113.42,2.9415,3,5
1731,543.0,4.0,11.0454,16.0312,18.3848,15.1538,236.78,81.23,152.43,2.8328,2,5
1732,731.0,920.0,12.0416,12.083,12.53,12.2182,190.91,119.21,113.85,2.9486,3,5
1733,317.0,287.0,10.8167,12.0,19.0,13.9389,217.8,123.69,146.31,2.9581,2,5
1734,778.0,317.0,9.8489,11.4018,18.868,13.3729,208.95,118.16,145.97,2.9693,3,5
1735,249.0,74.0,11.1803,11.6619,12.0416,11.6279,181.69,122.47,121.33,2.7966,2,5
1736,714.0,561.0,10.0,12.0416,17.0294,13.0237,203.49,122.11,146.5,2.8475,3,5
1737,552.0,954.0,11.4018,12.0,12.53,11.9772,187.14,127.87,113.51,2.9879,3,5
1738,993.0,538.0,10.8167,11.1803,12.0,11.3323,177.07,119.74,123.69,3.5234,3,5
1739,164.0,90.0,10.0,12.0416,12.083,11.3749,177.73,131.63,118.69,3.0929,3,5
1740,693.0,220.0,12.083,13.0,14.1421,13.0751,204.3,114.44,110.56,2.955,2,5
1741,514.0,655.0,11.6619,12.0,18.868,14.1766,221.51,120.96,91.04,3.1122,3,5
1742,400.0,481.0,10.8167,11.4018,13.0384,11.7523,183.63,108.43,119.29,2.9811,3,5
1743,1019.0,745.0,11.0454,17.8885,18.0,15.6446,244.45,31.76,95.19,3.1445,2,5
1744,415.0,846.0,10.6301,12.0416,12.6491,11.7736,183.96,135.95,120.38,2.6394,3,5
1745,729.0,110.0,10.8167,11.6619,12.0,11.4929,179.58,115.35,123.69,3.1846,3,5
1746,337.0,964.0,11.4018,12.0,12.083,11.8283,184.82,127.87,117.68,3.4107,2,5
1747,732.0,898.0,12.3693,12.53,18.0278,14.309,223.58,104.57,100.86,2.7219,2,5
1748,226.0,333.0,10.8167,11.1803,13.0,11.6657,182.28,119.74,123.69,3.0772,3,5
1749,427.0,253.0,11.6619,12.0416,12.083,11.9288,186.39,125.73,124.59,3.0393,2,5
1750,210.0,1011.0,10.0,12.0416,12.53,11.5239,180.06,131.63,114.52,2.8292,4,5
1751,112.0,57.0,11.0,11.1803,12.2066,11.4623,179.1,116.57,124.99,3.0902,3,5
1752,793.0,350.0,11.6619,12.0416,13.0,12.2345,191.16,125.73,126.42,2.9836,2,5
1753,703.0,427.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.8688,2,5
1754,633.0,363.0,12.0416,12.2066,18.0278,14.092,220.19,120.23,97.94,2.7497,2,5
1755,665.0,816.0,12.083,14.0357,17.8885,14.6691,229.2,110.36,92.12,2.8263,2,5
1756,755.0,676.0,11.6619,12.0,12.083,11.915,186.17,120.96,124.59,3.0822,3,5
1757,353.0,157.0,11.4018,11.6619,12.0,11.6879,182.62,111.16,127.88,3.0812,4,5
1758,914.0,88.0,11.0,11.1803,12.3693,11.5166,179.95,116.57,104.04,3.5588,3,5
1759,923.0,219.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,3.8843,3,5
1760,793.0,995.0,11.0,11.6619,12.2066,11.6228,181.61,120.96,124.99,3.2605,3,5
1761,232.0,172.0,11.1803,12.53,13.0384,12.2496,191.4,124.82,120.96,3.0769,3,5
1762,898.0,449.0,11.6619,11.6619,12.6491,11.991,187.36,90.0,40.6,3.2435,2,5
1763,450.0,868.0,10.0,12.0416,13.9284,11.99,187.34,131.63,122.09,3.2866,3,5
1764,642.0,514.0,11.1803,13.6015,16.1245,13.6354,213.05,117.41,139.95,2.6271,2,5
1765,672.0,653.0,13.0,18.6011,18.7883,16.7965,262.44,143.75,154.8,2.8153,2,5
1766,607.0,221.0,11.4018,11.6619,12.0,11.6879,182.62,111.16,127.87,3.0913,2,5
1767,782.0,995.0,11.0,11.4018,12.53,11.6439,181.94,127.87,118.61,3.2234,3,5
1768,185.0,784.0,10.8167,13.0384,19.0263,14.2938,223.34,128.09,149.32,3.0544,4,5
1769,822.0,915.0,11.4018,11.6619,12.0,11.6879,182.62,111.16,127.87,2.9934,3,5
1770,298.0,709.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.9265,2,5
1771,708.0,292.0,11.6619,12.0,12.2066,11.9562,186.81,120.96,114.04,2.9691,3,5
1772,605.0,240.0,11.1803,12.0416,12.53,11.9173,186.21,121.33,124.82,3.4942,3,5
1773,267.0,214.0,11.0,11.6619,18.868,13.8433,216.3,120.96,32.01,2.9566,4,5
1774,435.0,34.0,9.434,11.1803,12.0416,10.8853,170.08,121.43,117.24,2.8048,3,5
1775,107.0,589.0,11.7047,12.0,12.8062,12.1703,190.16,109.98,121.36,2.8615,2,5
1776,1011.0,255.0,10.0,13.0,19.105,14.035,219.3,120.51,30.86,3.0487,3,5
1777,250.0,929.0,11.4018,12.0416,19.0263,14.1565,221.2,123.11,145.14,3.0231,4,5
1778,826.0,813.0,11.6619,12.0416,13.0,12.2345,191.16,116.2,126.42,3.1954,3,5
1779,505.0,116.0,11.0,12.2066,13.0384,12.0817,188.78,124.99,122.47,3.2257,3,5
1780,337.0,559.0,11.6619,12.083,13.0384,12.2611,191.58,124.59,116.57,3.3311,3,5
1781,980.0,428.0,11.6619,12.0416,12.8062,12.1699,190.15,125.73,110.38,3.5266,2,5
1782,885.0,705.0,11.6619,12.0,12.2066,11.9562,186.81,120.96,114.04,3.0856,3,5
1783,369.0,360.0,11.6619,12.0416,12.2066,11.97,187.03,116.2,114.04,3.04,4,5
1784,457.0,375.0,10.8167,12.0,18.0278,13.6148,212.73,123.69,143.13,3.0203,4,5
1785,790.0,463.0,11.4018,11.7047,13.0,12.0355,188.05,122.14,127.87,2.7054,2,5
1786,283.0,224.0,11.1803,11.6619,13.0384,11.9602,186.88,122.47,120.96,3.1561,2,5
1787,274.0,798.0,12.53,13.0,18.868,14.7993,231.24,118.61,93.39,2.8483,2,5
1788,960.0,1004.0,11.6619,12.0416,13.4164,12.3733,193.33,125.73,122.47,3.0393,2,5
1789,17.0,162.0,12.1655,12.2066,18.0278,14.1333,220.83,115.53,155.77,3.0272,2,5
1790,91.0,126.0,10.8167,12.0,19.0263,13.9477,217.93,123.69,30.68,2.8952,3,5
1791,525.0,478.0,11.0,12.2066,19.0263,14.0776,219.96,124.99,86.99,3.1998,3,5
1792,417.0,825.0,10.8167,11.0,13.0,11.6056,181.34,123.69,123.69,2.9816,3,5
1793,376.0,198.0,10.8167,12.1655,12.2066,11.7296,183.27,133.15,111.32,3.0412,3,5
1794,616.0,720.0,11.6619,12.3693,18.3576,14.1296,220.77,106.93,88.39,2.9631,2,5
1795,994.0,242.0,11.6619,12.0416,13.0384,12.2473,191.36,125.73,116.57,3.4568,2,5
1796,57.0,868.0,11.1803,13.0384,19.105,14.4412,225.64,112.17,159.44,3.2809,3,5
1797,299.0,688.0,11.0454,12.2066,12.53,11.9273,186.36,119.8,123.8,2.8837,3,5
1798,774.0,451.0,11.6619,12.0416,20.0,14.5678,227.62,125.73,157.83,2.4758,4,5
1799,545.0,235.0,11.0454,12.0416,12.53,11.8723,185.5,136.83,113.42,3.5541,3,5
1800,745.0,274.0,10.2956,11.6619,12.0416,11.333,177.08,119.98,123.82,2.9155,3,5
1801,60.0,829.0,10.8167,11.0454,12.2066,11.3562,177.44,118.5,111.32,3.1214,3,5
1802,329.0,8.0,10.8167,16.7631,17.4642,15.0147,234.6,73.66,136.93,2.6774,4,5
1803,490.0,47.0,11.0,11.4018,13.4164,11.9394,186.55,127.87,116.57,3.4271,2,5
1804,235.0,5.0,10.2956,13.0,18.1108,13.8021,215.66,119.05,35.39,2.5626,4,5
1805,461.0,184.0,10.2956,12.083,13.0384,11.8057,184.46,126.5,114.66,3.0559,3,5
1806,898.0,412.0,9.2195,12.3693,13.4164,11.6684,182.32,116.57,112.83,3.0093,3,5
1807,238.0,685.0,11.4018,12.0416,12.53,11.9911,187.36,132.64,113.51,2.9075,3,5
1808,788.0,601.0,12.53,14.1421,17.4929,14.7217,230.03,106.39,149.57,2.8057,2,5
1809,59.0,849.0,12.083,19.105,19.6977,16.9619,265.03,149.55,90.48,2.8571,2,5
1810,761.0,911.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,3.0557,3,5
1811,977.0,1015.0,7.8102,12.0416,13.0,10.9506,171.1,135.43,107.19,3.1088,3,5
1812,288.0,145.0,11.4018,12.1655,12.53,12.0324,188.01,118.41,113.51,2.9363,2,5
1813,602.0,1006.0,11.1803,12.0416,13.4164,12.2128,190.82,121.33,126.87,3.3317,2,5
1814,316.0,347.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,3.3672,2,5
1815,303.0,628.0,10.2956,11.0454,12.8062,11.3824,177.85,113.86,112.29,3.303,3,5
1816,969.0,372.0,12.0,13.9284,18.868,14.9321,233.31,111.04,147.99,3.0239,2,5
