Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity,Element,File_ID
2562,873.0,928.0,10.6301,10.7703,12.0416,11.1474,174.18,117.01,135.95,2.9825,4,5
2563,319.0,247.0,11.0454,12.2066,12.53,11.9273,186.36,130.19,113.42,2.9169,2,5
2564,212.0,221.0,10.8167,11.6619,12.1655,11.548,180.44,115.35,114.23,3.115,3,5
2565,452.0,494.0,12.3693,12.6491,14.8661,13.2948,207.73,122.47,118.24,2.8838,2,5
2566,796.0,709.0,11.4018,12.53,19.0263,14.3193,223.74,113.51,145.14,3.0139,3,5
2567,728.0,869.0,11.0,11.6619,12.083,11.5816,180.96,120.96,114.44,2.8671,4,5
2568,203.0,33.0,11.0,12.53,18.0278,13.8526,216.45,118.61,93.18,2.6324,2,5
2569,859.0,897.0,11.6619,12.2066,18.868,14.2455,222.59,114.04,152.97,2.8315,3,5
2570,43.0,425.0,11.1803,11.1803,12.0,11.4536,178.96,126.87,116.57,3.4086,4,5
2571,539.0,138.0,11.4018,12.0416,12.53,11.9911,187.36,123.11,113.51,3.0616,4,5
2572,966.0,120.0,10.0499,12.2066,12.53,11.5955,181.18,119.28,124.32,3.5183,3,5
2573,218.0,421.0,10.0,12.083,13.1529,11.7453,183.52,118.69,135.62,3.1277,3,5
2574,17.0,634.0,10.4403,11.3137,12.53,11.428,178.56,151.7,101.91,3.22,3,5
2575,221.0,473.0,11.0454,11.6619,13.0384,11.9152,186.18,126.16,117.28,3.0314,4,5
2576,647.0,455.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,2.8472,2,5
2577,665.0,855.0,12.0416,12.2066,17.8885,14.0456,219.46,103.37,158.2,2.7468,2,5
2578,768.0,162.0,11.1803,12.1655,12.2066,11.8508,185.17,126.03,118.44,2.7598,3,5
2579,219.0,82.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.8006,2,5
2580,756.0,348.0,11.7047,12.2066,13.0,12.3038,192.25,125.02,109.98,2.9454,3,5
2581,150.0,20.0,11.4018,12.0,13.0384,12.1467,189.79,127.87,109.65,2.8138,3,5
2582,352.0,177.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,3.0386,4,5
2583,383.0,280.0,11.4018,12.0416,12.53,11.9911,187.36,123.11,113.51,3.1092,3,5
2584,906.0,556.0,13.3417,15.5242,17.1172,15.3277,239.5,91.94,70.3,2.705,2,5
2585,877.0,106.0,11.4018,12.2066,13.0384,12.2156,190.87,107.13,132.27,3.5922,2,5
2586,733.0,531.0,11.1803,12.53,13.0384,12.2496,191.4,124.82,120.96,2.7488,3,5
2587,110.0,97.0,11.1803,11.6619,12.0,11.6141,181.47,122.47,116.57,3.0178,3,5
2588,862.0,796.0,8.0623,11.0454,11.1803,10.096,157.75,114.55,123.69,3.2388,3,5
2589,30.0,725.0,9.8489,12.0416,12.53,11.4735,179.27,109.2,127.43,3.0979,3,5
2590,991.0,753.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,3.0263,2,5
2591,50.0,74.0,11.4018,12.0416,12.53,11.9911,187.36,123.11,113.51,3.0202,4,5
2592,5.0,856.0,11.0454,19.0,19.4165,16.4873,257.61,84.81,29.31,2.4231,3,5
2593,18.0,103.0,12.0,12.083,16.6433,13.5755,212.12,114.44,147.26,2.9442,3,5
2594,329.0,47.0,10.0499,11.4018,12.0416,11.1644,174.44,122.16,137.34,2.7787,2,5
2595,413.0,421.0,11.0454,12.53,12.53,12.0351,188.05,113.42,123.8,3.3072,4,5
2596,304.0,176.0,10.6301,11.1803,12.0,11.2702,176.1,112.25,131.19,2.9115,4,5
2597,265.0,666.0,11.0,12.2066,12.8062,12.0043,187.57,124.99,128.66,3.0254,3,5
2598,265.0,982.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,2.9805,4,5
2599,817.0,145.0,11.6619,12.0416,12.53,12.0778,188.72,125.73,120.43,3.6471,3,5
2600,743.0,293.0,9.8489,12.083,13.3417,11.7579,183.72,131.59,126.96,2.7559,3,5
2601,204.0,442.0,10.0,12.0,19.0263,13.6754,213.68,126.87,146.14,2.8887,4,5
2602,881.0,423.0,9.2195,11.7047,19.4165,13.4469,210.11,150.58,75.11,2.9342,3,5
2603,533.0,646.0,10.8167,11.4018,12.0416,11.42,178.44,108.43,128.45,2.8059,3,5
2604,251.0,164.0,10.8167,12.0,12.53,11.7822,184.1,123.69,117.7,3.193,3,5
2605,825.0,73.0,11.4018,11.6619,12.0416,11.7018,182.84,111.16,132.64,3.4745,1,5
2606,370.0,913.0,11.1803,12.083,13.0,12.0878,188.87,128.99,116.57,2.6887,4,5
2607,772.0,821.0,10.8167,11.6619,12.0416,11.5067,179.79,115.35,118.93,3.1764,4,5
2608,441.0,233.0,10.8167,12.083,13.0,11.9666,186.98,121.87,123.69,2.948,4,5
2609,397.0,541.0,11.4018,12.53,13.0,12.3106,192.35,113.51,127.87,2.8784,2,5
2610,394.0,190.0,11.0454,11.6619,11.6619,11.4564,179.01,126.16,115.77,3.1716,3,5
2611,725.0,665.0,11.1803,12.0,12.083,11.7545,183.66,116.57,128.99,3.0899,4,5
2612,840.0,518.0,10.7703,12.53,13.0384,12.1129,189.26,129.59,116.2,2.8985,4,5
2613,805.0,862.0,11.6619,13.0384,18.868,14.5228,226.92,116.57,91.04,2.9114,4,5
2614,363.0,49.0,11.6619,11.6619,12.0,11.7746,183.98,118.07,120.96,2.8583,2,5
2615,461.0,623.0,8.9443,12.0,12.1655,11.0366,172.45,116.57,143.97,2.9962,3,5
2616,358.0,208.0,10.6301,11.0,12.53,11.3867,177.92,131.19,110.2,2.9802,3,5
2617,958.0,668.0,10.0499,10.7703,12.2066,11.0089,172.01,117.51,119.28,3.3315,3,5
2618,282.0,134.0,11.6619,12.0,12.53,12.064,188.5,120.96,120.43,2.8949,2,5
2619,781.0,256.0,8.9443,10.198,19.2354,12.7926,199.88,105.26,91.33,2.9333,3,5
2620,982.0,913.0,10.7703,12.083,13.0384,11.9639,186.94,133.75,116.2,3.0608,3,5
2621,489.0,87.0,11.4018,12.2066,18.2483,13.9522,218.0,92.88,42.66,2.9169,2,5
2622,265.0,234.0,11.4018,12.0,19.6977,14.3665,224.48,127.87,28.16,3.0405,2,5
2623,330.0,658.0,12.0416,12.0416,12.53,12.2044,190.69,136.4,109.76,2.9963,2,5
2624,248.0,971.0,11.6619,12.0,13.4164,12.3594,193.12,120.96,122.47,2.9776,2,5
2625,212.0,110.0,10.0,12.6491,13.0,11.883,185.67,124.7,126.87,3.0584,3,5
2626,17.0,929.0,11.4018,12.083,13.0,12.1616,190.03,117.68,127.87,2.9225,3,5
2627,737.0,819.0,11.0,11.6619,12.083,11.5816,180.96,120.96,114.44,2.9295,3,5
2628,128.0,873.0,11.0,11.4018,12.083,11.4949,179.61,127.87,114.44,3.2238,3,5
2629,231.0,515.0,11.1803,12.1655,12.53,11.9586,186.85,126.03,124.82,3.4478,3,5
2630,277.0,234.0,11.6619,12.0,12.53,12.064,188.5,120.96,120.43,3.0537,2,5
2631,623.0,936.0,11.6619,11.7047,12.0,11.7889,184.2,129.05,120.96,3.0793,2,5
2632,1014.0,621.0,12.8062,13.0,20.0998,15.302,239.09,118.72,32.95,3.2112,1,5
2633,746.0,614.0,12.1655,12.6491,14.5602,13.125,205.08,117.9,64.59,2.7735,3,5
2634,202.0,312.0,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.8,3.0154,3,5
2635,1013.0,234.0,11.4018,11.6619,20.025,14.3629,224.42,111.16,144.99,3.2768,4,5
2636,924.0,667.0,10.0,11.4018,13.4164,11.6061,181.34,127.87,116.57,3.2476,3,5
2637,40.0,486.0,10.0,11.1803,13.1529,11.4444,178.82,116.57,135.62,3.3215,3,5
2638,190.0,351.0,12.0416,12.2066,13.9284,12.7255,198.84,120.23,115.8,3.3162,2,5
2639,150.0,469.0,11.1803,12.53,12.53,12.0801,188.75,108.31,128.92,3.2176,4,5
2640,959.0,499.0,11.0454,12.2066,12.8062,12.0194,187.8,119.8,133.85,3.0634,3,5
2641,864.0,755.0,11.6619,12.0416,12.53,12.0778,188.72,125.73,120.43,3.0294,2,5
2642,417.0,44.0,9.8995,12.083,13.1529,11.7118,183.0,110.56,143.75,2.7609,4,5
2643,930.0,510.0,10.2956,15.8114,18.0278,14.7116,229.87,174.36,147.77,3.0822,3,5
2644,777.0,719.0,10.8167,12.0416,12.53,11.7961,184.31,128.45,117.7,2.902,3,5
2645,225.0,373.0,10.198,12.2066,13.0,11.8015,184.4,113.68,123.93,3.0839,3,5
2646,364.0,814.0,12.0416,12.2066,13.0,12.4161,194.0,129.76,107.86,2.6282,2,5
2647,645.0,569.0,12.2066,13.0384,13.0384,12.7611,199.39,129.39,112.54,2.9054,2,5
2648,528.0,952.0,11.6619,12.0,12.083,11.915,186.17,120.96,124.59,2.8209,2,5
2649,794.0,612.0,10.2956,11.0,12.53,11.2752,176.17,119.05,122.33,2.9765,3,5
2650,470.0,506.0,10.8167,12.2066,18.868,13.9637,218.18,111.32,155.7,2.7834,3,5
2651,954.0,1014.0,7.8102,11.6619,12.0416,10.5046,164.13,109.23,134.57,3.0211,3,5
2652,404.0,231.0,11.0,11.4018,11.6619,11.3546,177.41,127.88,120.96,3.03,4,5
2653,623.0,453.0,11.6619,12.083,13.0,12.2483,191.38,124.59,120.96,3.2479,3,5
2654,268.0,194.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,3.0105,3,5
2655,230.0,625.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,3.0148,2,5
2656,70.0,628.0,12.8062,13.0384,13.0384,12.961,202.52,108.87,124.26,3.6368,2,5
2657,925.0,607.0,12.6491,13.0384,17.0,14.2292,222.33,104.04,99.64,3.1141,2,5
2658,775.0,338.0,11.6619,12.6491,13.0,12.437,194.33,130.6,120.96,2.9896,2,5
2659,334.0,317.0,10.8167,11.6619,12.0416,11.5067,179.79,115.35,128.45,2.8591,2,5
2660,793.0,390.0,6.0,12.0416,19.105,12.3822,193.47,131.63,96.01,3.4187,3,5
2661,231.0,828.0,10.8167,12.0416,13.0384,11.9656,186.96,128.45,113.84,3.4713,3,5
2662,723.0,396.0,11.4018,12.2066,12.2066,11.9383,186.54,72.87,177.12,2.8343,2,5
2663,520.0,555.0,11.4018,12.2066,17.8885,13.8323,216.13,107.13,101.31,2.6835,2,5
2664,602.0,893.0,11.0,11.4018,13.4164,11.9394,186.55,127.88,116.57,2.8507,3,5
2665,380.0,530.0,10.2956,11.0,12.2066,11.1674,174.49,119.05,115.95,3.0107,3,5
2666,666.0,794.0,11.1803,12.0416,12.53,11.9173,186.21,121.33,124.82,3.2767,2,5
2667,861.0,96.0,9.0554,10.0,13.0384,10.6979,167.16,120.53,128.81,3.9036,4,5
2668,264.0,315.0,12.0,13.0384,13.8924,12.9769,202.76,122.47,120.26,2.9641,2,5
2669,206.0,736.0,11.4018,11.6619,13.0384,12.034,188.03,111.16,132.27,2.8279,2,5
2670,396.0,131.0,9.434,11.0,13.0,11.1447,174.14,122.01,125.37,3.1478,3,5
2671,129.0,387.0,9.434,12.0416,12.083,11.1862,174.78,126.77,123.55,3.2616,3,5
2672,241.0,757.0,11.4018,12.0416,12.083,11.8421,185.03,123.11,117.68,3.1836,3,5
2673,384.0,987.0,11.1803,12.0416,12.53,11.9173,186.21,121.33,124.82,3.0354,3,5
2674,957.0,689.0,11.6619,12.0416,12.53,12.0778,188.72,116.2,120.43,3.2758,4,5
2675,376.0,610.0,11.1803,13.8924,18.2483,14.4404,225.63,109.95,109.77,2.9155,2,5
2676,400.0,793.0,11.1803,12.53,13.0,12.2368,191.2,124.82,116.57,2.8456,3,5
2677,170.0,733.0,10.8167,11.1803,12.3693,11.4554,178.99,119.74,109.65,2.8792,3,5
2678,580.0,429.0,12.0416,13.3417,13.4164,12.9332,202.08,151.36,105.07,3.1169,2,5
2679,648.0,85.0,11.1803,11.3137,12.2066,11.5669,180.73,145.3,114.69,3.1761,3,5
2680,460.0,1000.0,11.1803,11.6619,12.2066,11.6829,182.55,131.27,114.69,2.8125,2,5
2681,12.0,918.0,9.0554,12.083,12.2066,11.115,173.67,120.78,118.65,2.809,3,5
2682,374.0,965.0,11.6619,12.0,13.0384,12.2334,191.15,120.96,116.57,3.1183,2,5
2683,609.0,492.0,10.198,13.3417,15.2643,12.9347,202.1,114.3,110.3,2.8652,3,5
2684,257.0,6.0,9.434,12.0,18.7883,13.4074,209.49,122.01,32.79,2.6384,4,5
2685,375.0,219.0,11.0,12.53,12.8062,12.1121,189.25,118.61,128.66,3.1758,3,5
2686,520.0,58.0,10.7703,10.8167,13.0384,11.5418,180.34,124.51,116.2,3.2338,3,5
2687,21.0,888.0,11.0,11.4018,13.8924,12.0981,189.03,127.87,120.26,3.0118,3,5
2688,663.0,875.0,10.0499,12.53,13.0384,11.8727,185.51,124.32,116.76,2.7659,3,5
2689,42.0,797.0,10.8167,11.6619,13.0384,11.839,184.98,115.35,119.29,2.7824,3,5
2690,662.0,543.0,9.434,12.0416,16.7631,12.7462,199.16,80.37,40.64,2.8552,3,5
2691,943.0,991.0,11.0454,13.0384,13.4164,12.5001,195.31,117.28,121.76,3.0778,4,5
2692,870.0,653.0,11.4018,12.083,14.0357,12.5068,195.42,117.68,123.79,3.1765,2,5
2693,577.0,80.0,11.4018,13.1529,13.4164,12.657,197.77,136.62,115.56,2.9772,2,5
2694,453.0,45.0,11.6619,12.0416,12.2066,11.97,187.03,125.73,114.04,3.2038,2,5
2695,15.0,970.0,11.4018,12.53,19.0263,14.3193,223.74,113.51,34.86,2.6666,4,5
2696,435.0,815.0,11.1803,12.2066,13.0384,12.1418,189.72,118.44,112.17,2.9777,3,5
2697,354.0,995.0,11.6619,12.0416,12.53,12.0778,188.72,125.73,120.43,3.5235,3,5
2698,791.0,426.0,9.8489,12.8062,16.0312,12.8954,201.49,165.3,117.54,2.829,4,5
2699,88.0,619.0,9.434,11.7047,19.0263,13.3883,209.19,128.01,28.99,3.2594,3,5
2700,173.0,340.0,11.4018,12.1655,12.53,12.0324,188.01,137.34,113.51,2.9769,3,5
2701,557.0,429.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,3.5052,2,5
2702,222.0,767.0,8.0623,12.0416,12.2066,10.7701,168.28,124.51,115.26,3.1741,3,5
2703,550.0,657.0,11.1803,12.2066,12.3693,11.9187,186.23,118.44,130.6,2.8307,2,5
2704,752.0,112.0,10.8167,11.1803,13.0384,11.6785,182.48,119.74,128.09,3.0258,4,5
2705,692.0,982.0,12.0416,13.0,19.0263,14.6893,229.52,107.86,97.78,3.047,3,5
2706,148.0,823.0,9.434,11.7047,12.0416,11.0601,172.81,128.01,117.24,3.0119,3,5
2707,660.0,624.0,10.8167,12.53,17.4929,13.6132,212.71,95.08,115.35,2.9255,2,5
2708,856.0,195.0,9.0,13.4536,13.6015,12.0184,187.79,138.01,126.03,3.9965,3,5
2709,593.0,110.0,11.6619,11.7047,13.0384,12.135,189.61,129.05,116.57,3.3274,3,5
2710,1005.0,354.0,9.434,13.0,13.3417,11.9252,186.33,125.37,135.0,3.0462,3,5
2711,677.0,188.0,11.0454,11.7047,15.0,12.5834,196.61,115.18,121.68,3.1044,3,5
2712,477.0,1011.0,9.434,10.8167,13.0384,11.0963,173.38,114.3,117.61,2.7803,3,5
2713,984.0,4.0,9.434,12.0,19.2354,13.5565,211.82,122.01,30.1,3.0051,4,5
2714,191.0,683.0,11.0,11.6619,12.083,11.5816,180.96,120.96,114.44,2.8854,4,5
2715,16.0,949.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,2.9927,4,5
2716,336.0,125.0,10.6301,11.0454,13.8924,11.856,185.25,136.38,108.56,2.8171,4,5
2717,559.0,500.0,11.1803,13.0384,17.088,13.7689,215.14,95.91,137.12,3.1611,3,5
2718,845.0,804.0,11.6619,12.2066,13.0384,12.3023,192.22,114.04,116.57,3.0352,4,5
2719,332.0,398.0,10.8167,12.0416,12.53,11.7961,184.31,118.93,117.7,3.1809,3,5
2720,885.0,684.0,11.1803,12.53,13.0384,12.2496,191.4,124.82,120.96,3.273,3,5
2721,673.0,1009.0,11.4018,11.6619,18.1108,13.7248,214.45,111.16,44.22,3.4182,2,5
2722,758.0,748.0,11.0454,12.53,12.8062,12.1272,189.49,123.8,123.47,2.8559,4,5
2723,924.0,625.0,11.1803,12.0416,17.2047,13.4755,210.56,111.8,98.97,2.8453,4,5
2724,829.0,371.0,10.0499,11.4018,13.0384,11.4967,179.64,133.59,116.76,2.7842,4,5
2725,842.0,865.0,12.1655,12.2066,12.53,12.3007,192.2,115.53,128.07,2.9099,2,5
2726,138.0,279.0,12.2066,12.53,13.0,12.5788,196.54,116.4,124.99,3.3824,2,5
2727,868.0,673.0,10.6301,12.0416,12.083,11.5849,181.01,126.42,114.37,2.9459,4,5
2728,746.0,993.0,10.2956,12.53,13.0,11.9419,186.59,90.44,150.95,3.9039,1,5
2729,683.0,457.0,12.0416,12.2066,12.53,12.2594,191.55,120.23,123.37,2.8354,4,5
2730,12.0,302.0,11.6619,12.083,13.0,12.2483,191.38,124.59,120.96,2.8398,3,5
2731,168.0,10.0,8.6023,11.6619,12.0,10.7547,168.04,113.5,125.54,2.8738,3,5
2732,70.0,941.0,11.1803,13.0,13.0384,12.4062,193.85,116.57,120.96,3.2964,2,5
2733,618.0,966.0,9.8489,11.7047,14.0357,11.8631,185.36,136.05,109.88,3.0366,3,5
2734,300.0,983.0,11.6619,12.0416,12.083,11.9288,186.39,116.2,124.59,3.1958,4,5
2735,861.0,856.0,12.53,13.0384,18.868,14.8121,231.44,118.92,150.62,2.8103,2,5
2736,792.0,770.0,12.0416,12.083,12.53,12.2182,190.91,119.21,113.85,2.9618,4,5
2737,852.0,145.0,12.0416,12.8062,13.4164,12.7548,199.29,133.42,111.8,4.2383,2,5
2738,460.0,204.0,10.8167,11.7047,12.0,11.5071,179.8,126.33,123.69,2.922,3,5
2739,378.0,862.0,12.0416,12.2066,13.8924,12.7135,198.65,120.23,125.02,2.9224,3,5
2740,997.0,985.0,11.0,12.53,19.0,14.1767,221.51,118.61,90.0,2.9755,4,5
2741,967.0,80.0,10.7703,11.6619,13.0384,11.8235,184.74,127.23,116.2,3.5737,3,5
2742,686.0,765.0,10.0499,12.8062,13.4164,12.0908,188.92,122.95,122.28,3.0752,3,5
2743,339.0,67.0,11.6619,12.083,13.0,12.2483,191.38,124.59,120.96,2.8011,3,5
2744,942.0,231.0,11.0454,12.0416,13.0384,12.0418,188.15,136.83,117.28,3.7246,2,5
2745,698.0,567.0,16.7631,17.0294,17.088,16.9601,265.0,69.28,176.8,2.6244,2,5
2746,32.0,214.0,11.1803,12.083,12.1655,11.8096,184.53,128.99,126.03,2.9097,2,5
2747,728.0,263.0,11.6619,12.1655,19.0263,14.2846,223.2,130.43,146.02,3.0909,2,5
2748,159.0,957.0,12.0416,12.53,19.105,14.5588,227.48,113.85,100.77,3.2215,2,5
2749,301.0,276.0,10.198,13.0384,13.6015,12.2793,191.86,133.78,114.72,2.9422,3,5
2750,891.0,566.0,11.6619,15.2643,18.0278,14.9847,234.14,117.43,154.65,2.9414,3,5
2751,257.0,676.0,12.0,12.53,12.8062,12.4454,194.46,118.61,128.66,2.9539,2,5
2752,88.0,185.0,10.8167,12.083,12.1655,11.6884,182.63,121.87,114.23,3.1958,3,5
2753,1001.0,509.0,11.6619,12.0,19.6977,14.4532,225.83,120.96,97.0,2.9806,2,5
2754,937.0,738.0,11.6619,12.1655,19.0263,14.2846,223.2,111.5,152.05,3.0723,3,5
2755,704.0,351.0,9.8489,10.6301,15.8114,12.0968,189.01,155.15,100.73,3.0518,3,5
2756,86.0,993.0,11.0,12.8062,13.0384,12.2816,191.9,128.66,122.47,3.0835,4,5
2757,394.0,601.0,8.544,9.8995,18.0278,12.1571,189.95,114.44,144.25,3.1924,3,5
2758,975.0,658.0,12.1655,13.0384,18.868,14.6906,229.54,113.01,157.46,2.9092,2,5
2759,1005.0,42.0,11.1803,12.0416,12.8062,12.0094,187.65,121.33,114.78,3.5446,3,5
2760,159.0,79.0,11.6619,12.0,12.083,11.915,186.17,120.96,124.59,2.7318,3,5
2761,214.0,51.0,10.8167,11.6619,12.0,11.4929,179.58,115.35,123.69,2.8329,2,5
2762,136.0,712.0,9.2195,9.434,19.0263,12.5599,196.25,107.39,37.59,3.0357,3,5
2763,569.0,338.0,13.0,13.0384,18.0278,14.6887,229.51,124.91,115.8,2.8197,2,5
2764,1008.0,5.0,10.6301,11.0,18.0278,13.2193,206.55,131.19,38.01,3.3598,4,5
2765,108.0,922.0,11.1803,12.0416,13.0384,12.0868,188.86,121.33,120.96,3.34,2,5
2766,647.0,106.0,11.3137,12.53,18.0278,13.9571,218.08,106.39,41.82,2.8787,2,5
2767,947.0,130.0,11.7047,12.0,12.2066,11.9704,187.04,109.98,125.02,3.7123,2,5
2768,686.0,744.0,10.8167,11.1803,12.0416,11.3462,177.28,113.39,104.68,2.7841,4,5
2769,431.0,153.0,8.9443,11.0454,13.0,10.9965,171.82,111.37,130.82,3.0595,3,5
2770,254.0,84.0,10.0,11.1803,12.0,11.0601,172.81,116.57,126.87,2.8497,3,5
2771,516.0,932.0,10.2956,11.7047,13.0,11.6668,182.29,130.96,119.05,2.8247,4,5
2772,609.0,549.0,9.434,12.083,13.0384,11.5185,179.98,123.55,126.4,2.8743,4,5
2773,722.0,11.0,10.0,10.8167,11.0,10.6056,165.71,109.44,126.87,3.2146,3,5
2774,408.0,629.0,13.6015,14.3178,17.4929,15.1374,236.52,95.01,103.86,2.869,2,5
2775,878.0,88.0,11.0454,12.0416,13.0,12.029,187.95,136.83,107.43,3.5344,4,5
2776,19.0,836.0,10.7703,11.1803,13.0384,11.663,182.23,131.63,116.2,2.8031,4,5
2777,920.0,188.0,11.1803,12.0,12.083,11.7545,183.66,116.57,128.99,4.2926,2,5
2778,898.0,38.0,10.8167,12.0,12.083,11.6332,181.77,123.69,121.87,4.074,3,5
2779,756.0,51.0,11.6619,12.0416,12.0416,11.915,186.17,125.73,107.4,3.0201,4,5
2780,32.0,43.0,10.6301,11.0454,13.0384,11.5713,180.8,136.38,106.34,3.0743,3,5
2781,863.0,371.0,10.4403,11.0454,12.083,11.1896,174.84,111.89,138.86,2.839,2,5
2782,305.0,476.0,10.8167,12.083,13.0,11.9666,186.98,121.87,123.69,3.3214,2,5
2783,555.0,536.0,12.2066,13.0384,19.0,14.7483,230.44,129.39,145.01,3.043,2,5
2784,131.0,28.0,11.6619,12.0416,18.0,13.9012,217.21,116.2,149.04,2.8265,3,5
2785,596.0,812.0,12.0,12.083,12.8062,12.2964,192.13,114.44,128.66,2.9929,2,5
2786,283.0,245.0,11.4018,12.0,12.53,11.9772,187.14,127.87,113.51,3.0637,3,5
2787,296.0,417.0,11.0454,12.2066,12.53,11.9273,186.36,119.8,123.8,3.4193,3,5
2788,800.0,247.0,10.198,11.4018,12.083,11.2276,175.43,153.43,103.13,3.062,4,5
2789,348.0,429.0,10.8167,11.6619,12.0416,11.5067,179.79,115.35,118.93,2.933,4,5
2790,543.0,709.0,11.1803,12.083,13.1529,12.1388,189.67,128.99,125.31,2.9842,3,5
2791,658.0,959.0,11.0,11.4018,12.083,11.4949,179.61,127.87,114.44,3.0107,3,5
2792,783.0,472.0,11.0454,11.4018,12.53,11.659,182.17,122.68,123.8,2.5771,3,5
2793,978.0,577.0,10.8167,13.0,19.0263,14.281,223.14,123.69,149.32,2.8115,4,5
2794,545.0,758.0,11.6619,12.0,12.0416,11.9012,185.96,120.96,107.4,2.5809,2,5
2795,200.0,542.0,11.6619,12.0416,13.0384,12.2473,191.36,125.73,116.57,3.2787,3,5
2796,365.0,793.0,10.8167,12.0,13.0,11.9389,186.55,123.69,123.69,2.7032,3,5
2797,735.0,839.0,10.7703,11.1803,13.0384,11.663,182.23,131.63,116.2,2.9952,4,5
2798,593.0,131.0,7.8102,11.0,12.53,10.4467,163.23,129.81,111.58,2.8196,4,5
2799,687.0,704.0,10.2956,12.0,12.53,11.6085,181.38,119.05,122.33,2.8548,3,5
2800,275.0,447.0,9.0554,12.083,18.0278,13.0554,203.99,120.78,86.84,3.1993,3,5
2801,797.0,267.0,11.1803,14.3178,19.2354,14.9112,232.99,104.47,162.41,2.7251,3,5
2802,920.0,281.0,11.4018,12.0,12.083,11.8283,184.82,127.87,117.68,3.0105,3,5
2803,226.0,706.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.9965,2,5
2804,770.0,862.0,12.083,18.1108,19.2354,16.4764,257.44,149.22,142.34,2.8106,2,5
2805,336.0,669.0,11.0,12.2066,12.53,11.9122,186.13,124.99,118.61,3.073,3,5
2806,124.0,621.0,10.0,12.2066,12.53,11.5788,180.92,124.99,118.61,3.2314,3,5
2807,569.0,965.0,12.0,12.083,18.7883,14.2904,223.29,114.44,154.8,2.824,2,5
2808,996.0,609.0,12.083,12.8062,13.0,12.6298,197.34,116.9,114.44,3.0695,2,5
2809,681.0,886.0,12.1655,12.8062,13.0384,12.6701,197.97,138.12,113.01,2.8422,2,5
2810,753.0,502.0,12.0,12.2066,12.53,12.2455,191.34,124.99,118.61,2.7487,2,5
2811,883.0,746.0,10.7703,12.0416,12.2066,11.6728,182.39,116.57,123.21,2.9692,4,5
2812,220.0,61.0,11.1803,11.6619,12.2066,11.6829,182.55,131.27,114.69,2.8268,3,5
2813,51.0,204.0,10.6301,11.6619,12.0,11.4307,178.6,107.85,131.19,3.2389,3,5
2814,866.0,714.0,10.8167,12.0416,12.53,11.7961,184.31,118.93,117.7,3.3132,3,5
2815,788.0,738.0,10.8167,12.0,12.083,11.6332,181.77,123.69,121.87,2.8664,4,5
2816,303.0,608.0,12.0,12.083,12.083,12.0554,188.37,114.44,114.44,3.0041,3,5
2817,962.0,984.0,11.1803,11.3137,11.6619,11.3853,177.9,145.3,110.66,2.9456,2,5
2818,398.0,71.0,10.8167,11.1803,12.53,11.509,179.83,113.39,117.7,3.1845,3,5
2819,768.0,901.0,11.0454,12.2066,12.53,11.9273,186.36,119.8,123.8,3.0913,3,5
2820,511.0,717.0,12.2066,13.0,13.4164,12.8743,201.16,124.99,118.44,3.0607,2,5
2821,215.0,140.0,10.7703,10.8167,12.53,11.3723,177.69,168.11,129.59,3.2332,2,5
2822,454.0,455.0,10.6301,11.1803,11.6619,11.1575,174.34,120.88,107.85,3.1529,3,5
2823,938.0,606.0,11.1803,12.083,13.0384,12.1006,189.07,128.99,120.96,3.5197,3,5
2824,887.0,217.0,11.0454,12.8062,15.6525,13.168,205.75,123.47,121.76,3.0383,4,5
2825,785.0,173.0,10.2956,12.53,13.3417,12.0558,188.37,122.33,132.05,3.4377,3,5
2826,175.0,1008.0,11.0,11.6619,12.2066,11.6228,181.61,120.96,124.99,3.1714,4,5
2827,237.0,837.0,10.8167,12.0416,12.53,11.7961,184.31,128.45,117.7,3.4031,3,5
2828,269.0,587.0,12.0,12.083,12.2066,12.0965,189.01,114.44,124.99,2.9956,2,5
2829,520.0,148.0,12.0416,12.083,13.0384,12.3877,193.56,109.68,127.23,3.0361,2,5
2830,128.0,430.0,10.2956,12.53,13.1529,11.9928,187.39,122.33,127.8,3.1345,4,5
2831,803.0,206.0,10.8167,11.0454,12.53,11.464,179.12,128.88,117.7,3.0694,4,5
2832,340.0,903.0,12.0416,12.53,13.0384,12.5367,195.89,113.85,127.23,3.0095,2,5
2833,746.0,512.0,10.8167,12.0416,12.2066,11.6883,182.63,128.45,111.32,2.6213,3,5
