Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity
0,1009.00,118.00,12.2066,13.4164,19.0000,14.8743,232.41,118.44,145.01,4.5969
1,395.00,367.00,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.80,5.0791
2,387.00,570.00,12.5300,17.1172,17.4642,15.7038,245.37,144.68,142.24,4.2234
3,89.00,419.00,11.0454,12.0416,14.7648,12.6173,197.14,136.83,113.11,4.1954
4,696.00,432.00,12.0416,12.0416,12.5300,12.2044,190.69,136.40,113.85,4.0277
5,136.00,573.00,12.0416,12.2066,13.4164,12.5549,196.17,120.23,121.33,4.3649
6,787.00,267.00,8.9443,11.6619,13.4164,11.3409,177.20,175.60,90.00,4.5483
7,898.00,996.00,14.1421,14.4222,18.3576,15.6406,244.38,131.82,142.51,4.0124
8,695.00,702.00,11.1803,12.0416,12.0830,11.7683,183.88,121.33,128.99,4.4506
9,767.00,239.00,12.5300,13.8924,14.0357,13.4860,210.72,121.13,114.52,4.3698
10,717.00,261.00,11.4018,19.2354,19.7231,16.7867,262.29,65.77,82.59,4.4945
11,164.00,382.00,12.1655,12.2066,14.3178,12.8966,201.51,115.53,124.24,4.1890
12,663.00,639.00,10.8167,11.0454,18.3576,13.4065,209.48,118.50,85.67,4.5810
13,708.00,501.00,13.3417,13.4164,19.0263,15.2615,238.46,129.56,80.02,4.4201
14,940.00,23.00,11.1803,13.3417,19.0000,14.5073,226.68,103.57,153.43,4.6473
15,141.00,452.00,12.0416,12.1655,13.0384,12.4152,193.99,141.10,105.90,4.3277
16,858.00,191.00,11.0454,13.0384,14.4222,12.8353,200.55,127.67,118.50,4.3362
17,978.00,798.00,12.2066,13.8924,18.8680,14.9890,234.20,114.75,92.99,4.4804
18,34.00,822.00,11.6619,12.0000,12.5300,12.0640,188.50,120.96,120.43,4.7638
19,561.00,965.00,11.1803,11.6619,12.0830,11.6418,181.90,110.66,124.75,4.4570
20,980.00,736.00,10.8167,12.0830,18.7883,13.8960,217.12,121.87,148.89,4.4667
21,557.00,325.00,10.8167,12.5300,13.0384,12.1283,189.51,117.70,128.09,4.1665
22,681.00,242.00,12.0000,12.7279,20.0250,14.9176,233.09,135.00,92.86,4.5622
23,362.00,304.00,11.1803,12.0416,12.5300,11.9173,186.21,121.33,124.82,4.9267
24,686.00,551.00,11.1803,12.0416,13.4164,12.2128,190.82,121.33,126.87,4.1357
25,602.00,366.00,12.0416,12.2066,12.8062,12.3515,192.99,129.76,123.90,3.9692
26,449.00,690.00,11.6619,12.5300,13.0384,12.4101,193.91,120.43,125.36,4.1986
27,116.00,957.00,11.0000,11.3137,13.0000,11.7712,183.93,135.00,112.62,4.5855
28,306.00,372.00,10.7703,12.0830,14.1421,12.3318,192.68,133.75,119.93,4.3403
29,140.00,887.00,11.4018,13.4164,18.3576,14.3919,224.87,115.56,98.52,4.5671
30,1006.00,137.00,9.8489,12.0000,12.5300,11.4596,179.06,113.96,127.43,4.6312
31,60.00,670.00,11.0454,12.0416,13.4164,12.1678,190.12,136.83,111.37,4.4812
32,914.00,594.00,13.0384,13.3417,13.4164,13.2655,207.27,107.39,112.17,4.6253
33,226.00,550.00,12.2066,12.5300,20.0250,14.9205,233.13,116.40,147.87,4.2282
34,161.00,13.00,11.4018,12.0416,13.0000,12.1478,189.81,93.76,127.87,4.3451
35,607.00,686.00,11.6619,12.0416,19.4165,14.3733,224.58,116.20,93.54,4.2525
36,260.00,901.00,12.1655,13.8924,19.6977,15.2519,238.31,129.72,33.42,4.2526
37,505.00,620.00,10.2956,12.0416,12.5300,11.6224,181.60,114.29,122.33,4.4926
38,385.00,439.00,12.0416,12.2066,13.0384,12.4289,194.20,129.76,117.71,3.9870
39,53.00,104.00,11.4018,12.0830,14.1421,12.5423,195.97,117.68,119.74,4.3397
40,1000.00,255.00,13.0000,14.0357,18.0278,15.0211,234.71,108.53,160.56,4.5704
41,534.00,395.00,10.2956,11.6619,13.0000,11.6525,182.07,119.98,119.05,4.4825
42,495.00,64.00,10.8167,12.0000,12.5300,11.7822,184.10,123.69,117.70,4.4694
43,386.00,549.00,11.0454,11.1803,12.2066,11.4774,179.33,121.76,119.80,4.4871
44,176.00,62.00,10.8167,12.0416,12.0830,11.6471,181.99,118.93,121.87,4.5079
45,999.00,296.00,10.8167,11.1803,13.1529,11.7166,183.07,119.74,132.44,4.7611
46,127.00,755.00,10.8167,12.5300,19.7231,14.3566,224.32,117.70,154.16,4.6906
47,218.00,376.00,10.8167,12.5300,13.0384,12.1283,189.51,117.70,128.09,4.4181
48,463.00,411.00,10.8167,17.1172,18.0278,15.3206,239.38,130.40,59.49,4.4890
49,24.00,980.00,12.0416,12.2066,14.3178,12.8553,200.86,120.23,106.86,4.4900
50,574.00,335.00,11.6619,11.7047,13.0000,12.1222,189.41,129.05,120.96,4.2127
51,655.00,490.00,11.1803,11.4018,12.5300,11.7040,182.88,101.31,124.82,4.0960
52,583.00,397.00,12.0416,12.0830,12.2066,12.1104,189.22,119.21,120.23,3.9400
53,64.00,571.00,12.0000,12.0830,12.5300,12.2043,190.69,114.44,118.61,4.2324
54,815.00,688.00,10.8167,12.0000,13.4164,12.0777,188.71,123.69,119.74,4.7603
55,805.00,332.00,11.4018,12.0830,14.0000,12.4949,195.23,117.68,127.87,4.0622
56,749.00,340.00,10.7703,11.0454,12.6491,11.4883,179.50,117.00,139.76,4.2669
57,150.00,272.00,11.6619,14.0357,17.1172,14.2716,222.99,35.05,52.33,4.1063
58,672.00,409.00,11.4018,12.0000,13.0384,12.1467,189.79,127.88,109.65,3.7164
59,725.00,713.00,12.0416,12.2066,13.4164,12.5549,196.17,129.76,111.80,4.0523
60,184.00,143.00,11.0454,11.6619,12.2066,11.6379,181.84,126.16,119.80,3.7841
61,671.00,430.00,11.0454,12.5300,12.8062,12.1272,189.49,123.80,123.47,3.7982
