Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity
0,216.00,170.00,11.7047,12.1655,12.2066,12.0256,187.90,119.45,125.02,8.6936
1,252.00,175.00,11.4018,12.0416,12.0830,11.8421,185.03,123.11,117.68,8.6225
2,305.00,170.00,11.4018,12.0000,20.0000,14.4673,226.05,127.87,88.99,8.1713
3,305.00,345.00,10.0499,11.4018,13.0000,11.4839,179.44,122.16,118.33,9.8418
4,277.00,435.00,11.7047,18.7883,19.1050,16.5327,258.32,95.22,154.01,8.8866
5,41.00,481.00,12.0416,12.0416,13.0000,12.3611,193.14,126.87,115.75,9.0673
6,355.00,341.00,12.0000,13.0000,13.6015,12.8672,201.05,112.62,143.97,8.4799
7,190.00,260.00,11.6619,12.2066,19.0263,14.2983,223.41,114.04,33.98,8.1085
8,343.00,483.00,12.0416,12.8062,19.1050,14.6509,228.92,123.90,88.75,8.3885
9,243.00,277.00,10.6301,13.4164,18.6011,14.2159,222.12,112.25,94.93,8.2664
10,477.00,385.00,10.8167,12.0830,19.6977,14.1991,221.86,121.87,32.35,8.1980
11,107.00,47.00,11.1803,12.0416,12.0416,11.7545,183.66,111.80,121.33,8.3430
12,473.00,76.00,11.1803,12.8062,13.0384,12.3417,192.84,131.04,104.70,8.5629
13,438.00,245.00,11.1803,12.3693,19.2094,14.2530,222.70,139.40,102.09,7.9973
14,48.00,109.00,10.0000,13.0000,19.6977,14.2326,222.38,126.87,150.83,8.3261
15,460.00,497.00,11.1803,12.1655,12.8062,12.0507,188.29,126.03,114.78,7.8467
16,399.00,231.00,12.0830,12.8062,13.0384,12.6426,197.54,116.90,118.84,7.4825
17,457.00,15.00,11.0454,11.4018,12.0830,11.5101,179.84,122.68,119.64,7.1736
18,212.00,489.00,11.4018,12.0830,12.1655,11.8834,185.68,117.68,118.41,7.9069
19,382.00,219.00,11.7047,12.2066,13.0384,12.3166,192.45,125.02,114.38,7.2677
20,231.00,481.00,12.0416,12.0830,12.8062,12.3103,192.35,119.21,123.90,7.8510
21,442.00,506.00,12.1655,12.5300,19.2354,14.6436,228.81,109.15,18.43,7.2504
22,422.00,12.00,11.1803,11.4018,12.0416,11.5412,180.33,115.56,121.33,7.0938
23,195.00,148.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,7.1307
24,462.00,476.00,12.0416,12.2066,12.5300,12.2594,191.55,120.23,123.37,7.3233
25,379.00,240.00,12.0830,12.2066,13.1529,12.4808,195.01,120.56,123.19,7.0450
26,396.00,252.00,12.0416,12.0830,12.8062,12.3103,192.35,119.21,123.90,7.3780
27,365.00,413.00,11.1803,14.1421,18.6011,14.6412,228.77,108.43,99.69,7.9652
28,481.00,468.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,7.2019
29,405.00,325.00,11.7047,12.2066,13.0384,12.3166,192.45,125.02,114.38,7.4381
30,151.00,399.00,12.0416,12.0416,13.0000,12.3611,193.14,126.87,117.38,7.2025
31,500.00,459.00,12.0416,12.2066,13.0000,12.4161,194.00,120.23,117.38,7.2184
32,421.00,202.00,12.0830,13.0384,13.0384,12.7200,198.75,123.08,118.84,7.1630
33,483.00,447.00,12.0416,12.0830,12.2066,12.1104,189.22,119.21,120.23,7.1505
34,250.00,472.00,11.0454,12.2066,13.0000,12.0840,188.81,119.80,117.81,7.5284
35,174.00,506.00,12.0416,12.2066,20.6155,14.9546,233.66,120.23,34.33,7.0081
36,384.00,199.00,11.1803,12.1655,12.2066,11.8508,185.17,126.03,118.44,7.1497
37,5.00,425.00,12.0830,12.8062,21.0238,15.3044,239.13,116.90,27.17,7.2407
38,476.00,7.00,11.1803,12.0416,18.9737,14.0652,219.77,121.33,81.87,6.9106
39,413.00,264.00,11.7047,12.0416,12.2066,11.9843,187.25,114.75,125.02,6.9870
40,477.00,508.00,11.4018,12.0416,20.0998,14.5144,226.79,123.11,32.16,7.3806
41,407.00,501.00,9.4340,12.1655,12.2066,11.2687,176.07,131.47,113.00,7.1177
42,156.00,358.00,11.4018,12.0416,12.6491,12.0308,187.98,123.11,123.69,7.0749
43,209.00,180.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,7.2238
44,121.00,28.00,11.4018,12.0416,12.0830,11.8421,185.03,123.11,117.68,7.0662
45,385.00,9.00,10.6301,11.4018,11.6619,11.2313,175.49,123.56,100.22,6.6890
46,207.00,201.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,6.9456
47,383.00,354.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,7.2160
48,443.00,485.00,11.1803,12.1655,12.2066,11.8508,185.17,126.03,118.44,7.1764
49,33.00,201.00,11.7047,12.1655,13.0384,12.3029,192.23,119.45,127.55,7.8101
50,217.00,448.00,12.0830,12.2066,13.0384,12.4427,194.42,120.56,118.84,7.0443
51,422.00,338.00,11.7047,12.2066,13.1529,12.3547,193.04,125.02,118.73,7.5454
52,260.00,217.00,12.0830,13.0384,13.0384,12.7200,198.75,118.84,123.08,6.7777
53,489.00,89.00,12.0416,12.3693,19.6977,14.7029,229.73,108.80,151.27,7.7698
54,19.00,168.00,12.0830,12.2066,13.0384,12.4427,194.42,120.56,118.84,7.8881
55,208.00,374.00,12.0000,12.0416,12.6491,12.2302,191.10,131.63,108.43,7.1326
56,375.00,280.00,11.4018,12.6491,13.1529,12.4013,193.77,123.69,119.13,6.6775
57,390.00,293.00,11.0454,12.5300,13.4536,12.3430,192.86,123.80,126.79,6.7546
58,226.00,193.00,11.1803,12.1655,12.2066,11.8508,185.17,126.03,118.44,6.9784
59,416.00,243.00,11.7047,12.0416,12.2066,11.9843,187.25,114.75,125.02,6.9804
60,7.00,404.00,12.5300,12.7279,20.2237,15.1605,236.88,106.39,142.86,7.2374
61,401.00,366.00,11.4018,12.6491,13.0384,12.3631,193.17,123.69,123.48,7.3279
62,472.00,270.00,11.0454,12.5300,13.4536,12.3430,192.86,123.80,126.79,7.6974
63,424.00,317.00,11.6619,12.0830,12.1655,11.9702,187.03,124.59,111.50,7.7176
64,367.00,187.00,11.1803,12.1655,12.2066,11.8508,185.17,126.03,118.44,6.6402
65,146.00,441.00,12.0830,12.2066,13.0384,12.4427,194.42,120.56,118.84,7.1676
66,215.00,140.00,11.7047,12.1655,12.2066,12.0256,187.90,119.45,125.02,6.6146
67,27.00,242.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,7.6399
68,321.00,131.00,11.7047,12.1655,12.2066,12.0256,187.90,119.45,125.02,6.6657
69,243.00,204.00,11.4018,12.0416,12.6491,12.0308,187.98,123.11,123.69,6.6354
70,191.00,363.00,12.0416,12.0830,12.8062,12.3103,192.35,119.21,123.90,6.9650
71,438.00,350.00,12.0416,12.2066,12.5300,12.2594,191.55,120.23,123.37,7.4665
72,172.00,371.00,11.4018,12.0416,12.6491,12.0308,187.98,123.11,123.69,6.9126
73,404.00,190.00,11.6619,11.7047,13.0384,12.1350,189.61,129.05,116.57,6.6230
74,256.00,258.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,6.8800
75,50.00,503.00,11.0454,12.8062,19.6469,14.4995,226.55,123.47,19.94,7.3717
76,453.00,54.00,11.4018,12.0416,12.0830,11.8421,185.03,123.11,117.68,6.7434
77,13.00,209.00,9.0554,12.0830,12.8062,11.3149,176.80,120.78,122.32,7.6108
78,271.00,289.00,11.4018,12.0830,13.0384,12.1744,190.23,117.68,123.48,6.7414
79,430.00,431.00,11.4018,12.0416,13.0000,12.1478,189.81,123.11,119.51,6.8146
80,386.00,178.00,12.0416,12.0830,12.2066,12.1104,189.22,119.21,120.23,6.7177
81,247.00,164.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,7.1171
82,190.00,189.00,11.1803,12.3693,13.0384,12.1960,190.56,130.60,120.96,6.3543
83,205.00,395.00,11.4018,12.0416,12.0830,11.8421,185.03,123.11,117.68,6.9665
84,301.00,386.00,10.8167,11.7047,15.0000,12.5071,195.42,126.33,123.69,7.5778
85,419.00,223.00,10.7703,12.1655,12.2066,11.7141,183.03,121.26,123.21,6.7296
86,158.00,493.00,11.4018,12.0416,12.6491,12.0308,187.98,123.11,123.69,6.9369
87,203.00,416.00,12.0830,12.2066,13.1529,12.4808,195.01,120.56,123.19,6.8910
88,451.00,403.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,6.7606
89,241.00,400.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,7.0154
90,33.00,9.00,10.0000,11.1803,12.1655,11.1153,173.68,100.30,133.67,6.4351
91,88.00,485.00,11.0000,12.0416,13.0000,12.0139,187.72,131.63,112.62,7.1568
92,224.00,387.00,12.0416,12.0830,13.0384,12.3877,193.56,119.21,117.71,6.9779
93,48.00,40.00,12.0830,12.2066,13.1529,12.4808,195.01,120.56,123.19,6.5984
94,25.00,417.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,6.9267
95,497.00,131.00,11.1803,12.8062,13.0384,12.3417,192.84,114.78,120.96,6.6312
96,83.00,371.00,12.0416,12.2066,12.5300,12.2594,191.55,120.23,123.37,6.7441
97,499.00,110.00,12.0416,12.5300,12.8062,12.4593,194.68,123.37,123.90,6.7870
98,178.00,466.00,11.1803,12.0830,12.8062,12.0232,187.86,124.75,118.35,6.6580
99,264.00,176.00,11.6619,12.0416,12.0830,11.9288,186.39,116.20,124.59,6.7075
100,297.00,200.00,12.0830,12.1655,12.2066,12.1517,189.87,123.91,120.56,6.5460
101,320.00,480.00,11.6619,12.0830,12.1655,11.9702,187.03,124.59,111.50,6.7644
102,318.00,501.00,8.6023,11.1803,12.2066,10.6631,166.61,135.84,109.47,6.8584
103,220.00,253.00,12.0416,12.0416,12.0830,12.0554,188.37,126.87,119.21,6.6227
104,442.00,308.00,12.0416,12.0416,13.0000,12.3611,193.14,126.87,115.75,7.3910
105,259.00,392.00,11.1803,12.0830,12.2066,11.8233,184.74,124.75,114.69,7.0454
106,22.00,438.00,12.0830,12.1655,12.8062,12.3516,192.99,123.91,116.90,7.1966
107,95.00,425.00,12.0830,12.1655,13.0384,12.4290,194.20,123.91,123.08,6.5457
108,505.00,398.00,12.0416,13.0000,21.0950,15.3789,240.29,117.38,90.68,6.5388
109,247.00,338.00,11.1803,12.0830,12.2066,11.8233,184.74,124.75,114.69,6.6934
110,369.00,166.00,11.4018,12.0416,12.0830,11.8421,185.03,123.11,117.68,6.3960
111,102.00,362.00,12.0416,12.2066,13.0000,12.4161,194.00,120.23,117.38,6.7497
112,116.00,68.00,12.0416,12.0416,12.6491,12.2441,191.31,126.87,113.20,6.3840
