Atom_Index,Y_Position_px,X_Position_px,Distance_NN1_px,Distance_NN2_px,Distance_NN3_px,Mean_Distance_px,Mean_Distance_pm,Angle_to_NN2_deg,Angle_to_NN3_deg,Mean_Intensity
5088,519.00,745.00,2.8284,5.8310,8.5440,5.7345,179.20,104.04,24.44,0.2599
5089,567.00,180.00,5.8310,6.0828,7.0711,6.3283,197.76,111.50,140.91,0.2483
5090,697.00,997.00,4.4721,5.3852,7.0000,5.6191,175.60,131.63,116.57,0.3023
5091,569.00,1019.00,6.0828,7.0000,9.8995,7.6608,239.40,99.46,54.46,0.2254
5092,612.00,779.00,8.5440,9.0554,9.0554,8.8849,277.65,165.78,153.10,0.2575
5093,328.00,86.00,2.2361,4.2426,6.3246,4.2678,133.37,71.57,81.87,0.3163
5094,549.00,622.00,6.7082,9.0554,9.2195,8.3277,260.24,147.09,22.83,0.2205
5095,508.00,758.00,6.0000,6.4031,9.2195,7.2076,225.24,128.66,77.47,0.2421
5096,579.00,739.00,5.8310,6.0828,6.4031,6.1056,190.80,130.43,110.38,0.2637
5097,263.00,664.00,5.3852,6.3246,7.0711,6.2603,195.63,130.24,113.20,0.3012
5098,908.00,451.00,5.0000,7.2801,8.2462,6.8421,213.82,142.82,50.91,0.2801
5099,760.00,962.00,5.0990,5.8310,8.0623,6.3307,197.84,132.27,108.43,0.2598
5100,373.00,194.00,2.2361,5.0990,6.3246,4.5532,142.29,127.87,135.00,0.2585
5101,716.00,739.00,4.4721,6.0828,8.0623,6.2057,193.93,143.97,109.44,0.2813
5102,39.00,194.00,5.0990,9.2195,10.0499,8.1228,253.84,60.71,95.60,0.2205
5103,19.00,177.00,5.8310,6.7082,9.2195,7.2529,226.65,122.47,18.43,0.2694
5104,652.00,82.00,5.3852,6.0828,7.0711,6.1797,193.11,121.26,113.20,0.2886
5105,815.00,408.00,5.6569,6.0000,7.6158,6.4242,200.76,135.00,111.80,0.2850
5106,921.00,985.00,3.1623,5.3852,7.0711,5.2062,162.69,130.24,26.57,0.2835
5107,189.00,547.00,5.8310,6.0828,6.3246,6.0794,189.98,111.50,130.60,0.2388
5108,458.00,976.00,4.4721,6.0828,6.3246,5.6265,175.83,107.10,135.00,0.3013
5109,975.00,70.00,5.3852,5.3852,6.3246,5.6983,178.07,90.00,130.24,0.2748
5110,184.00,18.00,5.8310,7.0711,8.6023,7.1681,224.00,104.04,85.43,0.3040
5111,934.00,461.00,6.3246,7.2111,8.0623,7.1993,224.98,127.88,115.56,0.2728
5112,868.00,413.00,5.0000,6.3246,7.0000,6.1082,190.88,124.70,126.87,0.2672
5113,352.00,621.00,4.4721,5.8310,6.0828,5.4620,170.69,122.47,126.03,0.2673
5114,854.00,940.00,4.2426,6.0000,7.6158,5.9528,186.03,135.00,111.80,0.2744
5115,17.00,462.00,3.6056,8.0623,8.6023,6.7567,211.15,26.57,110.77,0.2525
5116,618.00,702.00,4.4721,5.0000,7.2111,5.5611,173.78,116.57,119.74,0.2249
5117,988.00,102.00,6.0828,6.4031,8.0623,6.8494,214.04,138.12,92.34,0.3159
5118,548.00,975.00,5.0000,6.0828,6.3246,5.8024,181.33,117.41,124.70,0.2260
5119,906.00,1014.00,5.0990,6.7082,7.0711,6.2928,196.65,127.88,123.69,0.2608
5120,264.00,81.00,5.0000,5.3852,6.0828,5.4893,171.54,121.33,117.41,0.2557
5121,67.00,1001.00,2.8284,5.0990,6.0828,4.6701,145.94,56.31,144.46,0.2805
5122,967.00,662.00,6.3246,7.0711,9.4340,7.6099,237.81,116.57,50.44,0.2128
5123,779.00,378.00,5.0990,6.3246,6.4031,5.9422,185.69,119.74,130.03,0.2389
5124,104.00,175.00,5.0990,7.2111,8.0623,6.7908,212.21,135.00,94.18,0.2489
5125,239.00,88.00,5.0990,6.4031,6.7082,6.0701,189.69,130.03,127.87,0.2482
5126,234.00,104.00,5.0990,6.3246,6.7082,6.0439,188.87,119.74,142.13,0.2532
5127,324.00,292.00,3.1623,3.6056,9.2195,5.3291,166.54,164.74,67.83,0.2508
5128,986.00,674.00,5.0990,7.0711,8.4853,6.8851,215.16,123.69,33.69,0.2389
5129,861.00,309.00,4.1231,5.8310,6.0000,5.3180,166.19,135.00,104.04,0.2643
5130,245.00,750.00,5.0000,5.6569,6.3246,5.6605,176.89,135.00,108.43,0.2308
5131,791.00,33.00,6.3246,6.3246,7.2801,6.6431,207.60,90.00,87.51,0.3550
5132,978.00,648.00,6.0000,8.4853,9.0554,7.8469,245.22,135.00,96.34,0.2413
5133,592.00,896.00,6.3246,7.0711,7.2801,6.8919,215.37,100.30,87.51,0.2978
5134,756.00,87.00,3.1623,5.0000,6.0828,4.7483,148.39,161.57,81.03,0.2631
5135,589.00,157.00,5.0000,5.3852,9.0000,6.4617,201.93,121.33,36.87,0.2477
5136,329.00,490.00,5.0000,5.0990,7.2111,5.7700,180.31,168.69,123.69,0.2756
5137,8.00,454.00,5.0000,7.0711,8.4853,6.8521,214.13,135.00,98.13,0.2752
5138,226.00,950.00,5.3852,5.8310,6.0828,5.7663,180.20,127.23,121.26,0.2037
5139,501.00,244.00,4.4721,5.0000,5.3852,4.9524,154.76,63.43,138.37,0.2741
5140,333.00,629.00,5.3852,5.8310,6.0828,5.7663,180.20,127.23,121.26,0.2597
5141,191.00,823.00,5.0000,7.2111,8.9443,7.0518,220.37,109.44,100.30,0.2599
5142,343.00,11.00,6.3246,7.0000,8.0623,7.1289,222.78,108.43,154.44,0.2425
5143,497.00,772.00,4.1231,5.0000,7.0711,5.3981,168.69,112.83,112.17,0.2593
5144,763.00,706.00,5.0000,6.0828,8.2462,6.4430,201.34,133.67,39.09,0.2499
5145,475.00,812.00,5.8310,6.0000,10.2956,7.3755,230.49,120.96,91.91,0.2238
5146,833.00,233.00,5.8310,6.7082,7.6158,6.7183,209.95,122.47,144.16,0.2614
5147,415.00,1.00,6.4031,7.0000,8.5440,7.3157,228.62,38.66,108.10,0.2924
5148,929.00,1011.00,5.0990,5.8310,7.2111,6.0470,188.97,132.27,112.38,0.2746
5149,688.00,876.00,2.2361,5.0990,6.4031,4.5794,143.11,164.74,65.22,0.3047
5150,635.00,1016.00,5.8310,6.7082,7.6158,6.7183,209.95,94.40,172.23,0.2584
5151,978.00,192.00,5.6569,8.5440,10.0000,8.0670,252.09,114.44,98.13,0.2315
5152,937.00,696.00,5.0000,5.0000,8.5440,6.1813,193.17,126.87,110.56,0.2639
5153,354.00,612.00,4.4721,5.0000,6.4031,5.2918,165.37,116.57,114.78,0.2722
5154,990.00,92.00,5.8310,6.0000,9.0554,6.9621,217.57,120.96,24.62,0.3849
5155,448.00,76.00,2.2361,5.0000,5.6569,4.2976,134.30,116.57,108.43,0.2915
5156,881.00,995.00,5.0990,6.4031,7.6158,6.3726,199.14,152.65,101.89,0.2444
5157,960.00,63.00,4.4721,5.8310,9.0554,6.4528,201.65,122.47,32.91,0.2583
5158,459.00,9.00,5.0000,5.6569,5.6569,5.4379,169.93,135.00,135.00,0.2184
5159,954.00,582.00,4.0000,5.0000,8.0623,5.6874,177.73,143.13,119.74,0.2408
5160,673.00,53.00,6.0828,6.3246,9.4340,7.2804,227.51,171.03,67.46,0.2490
5161,273.00,1017.00,5.3852,6.3246,9.0554,6.9217,216.30,130.24,28.14,0.2307
5162,237.00,655.00,5.0990,5.8310,6.3246,5.7515,179.73,109.65,119.74,0.2612
5163,897.00,977.00,5.0000,5.0990,6.4031,5.5007,171.90,101.31,128.66,0.2740
5164,904.00,98.00,3.1623,7.0711,8.0623,6.0985,190.58,63.43,131.82,0.3543
5165,820.00,688.00,5.0000,6.0000,6.7082,5.9027,184.46,126.87,116.57,0.2379
5166,521.00,843.00,4.0000,6.4031,7.8102,6.0711,189.72,128.66,140.19,0.2381
5167,162.00,699.00,5.0000,7.8102,9.0554,7.2885,227.77,92.94,43.21,0.2586
5168,64.00,927.00,5.0000,6.0000,7.0711,6.0237,188.24,143.13,135.00,0.2785
5169,306.00,136.00,5.3852,5.8310,6.0000,5.7387,179.33,127.23,111.80,0.2547
5170,376.00,494.00,5.0000,6.4031,7.2111,6.2047,193.90,128.66,123.69,0.2413
5171,41.00,1003.00,3.0000,7.2111,7.2111,5.8074,181.48,123.69,146.31,0.2510
5172,215.00,642.00,4.4721,5.0000,6.4031,5.2918,165.37,153.43,102.09,0.2968
5173,374.00,391.00,5.3852,6.4031,9.4868,7.0917,221.62,106.86,40.24,0.2393
5174,147.00,72.00,5.6569,6.3246,7.0711,6.3508,198.46,116.57,143.13,0.3187
5175,11.00,581.00,2.2361,5.3852,6.7082,4.7765,149.26,131.63,90.00,0.3072
5176,802.00,77.00,5.0990,5.8310,6.0828,5.6709,177.22,132.27,88.15,0.2457
5177,815.00,207.00,6.7082,10.0000,10.0000,8.9027,278.21,26.57,153.43,0.2337
5178,670.00,84.00,5.8310,7.0711,8.6023,7.1681,224.00,104.04,156.50,0.2375
5179,156.00,21.00,5.0990,6.7082,6.7082,6.1718,192.87,37.87,105.26,0.2795
5180,461.00,158.00,5.0000,5.0000,7.2801,5.7600,180.00,143.13,105.95,0.3447
5181,586.00,1010.00,5.0000,6.0828,7.2111,6.0980,190.56,117.41,3.18,0.2895
5182,842.00,405.00,5.0990,5.8310,8.0623,6.3307,197.84,137.73,94.18,0.2533
5183,75.00,736.00,2.2361,5.6569,6.3246,4.7392,148.10,108.43,135.00,0.2998
5184,868.00,666.00,4.1231,6.4031,6.7082,5.7448,179.53,142.70,102.53,0.2370
5185,813.00,166.00,5.0000,6.0828,7.0711,6.0513,189.10,136.33,135.00,0.2680
5186,36.00,178.00,3.6056,5.0990,5.3852,4.6966,146.77,112.38,78.11,0.2474
5187,538.00,115.00,5.0000,5.6569,6.3246,5.6605,176.89,171.87,71.57,0.2700
